,TP9,AF7,AF8,TP10
0,-14.648,-37.109,-37.598,-46.875
1,-17.578,-41.992,-37.109,-49.805
2,23.926,-38.086,-31.738,-8.789
3,32.715,-35.156,-27.344,12.695
4,-4.395,-33.203,-30.762,-23.438
5,-20.508,-34.668,-32.715,-53.711
6,7.812,-35.645,-28.809,-18.555
7,29.297,-36.621,-28.32,11.23
8,13.672,-31.738,-35.645,-16.602
9,-11.719,-28.809,-37.598,-45.41
10,-0.977,-32.715,-34.18,-31.25
11,31.25,-32.715,-36.621,0.977
12,20.996,-31.25,-37.598,-12.207
13,-12.695,-31.738,-34.18,-52.734
14,-6.836,-33.691,-34.18,-45.898
15,32.227,-33.203,-33.691,-13.672
16,32.715,-33.203,-36.621,-10.254
17,-10.742,-32.715,-35.156,-41.992
18,-20.508,-35.156,-28.809,-45.41
19,11.719,-32.227,-26.367,-6.836
20,27.832,-32.715,-30.762,10.254
21,-6.348,-39.551,-33.691,-26.367
22,-23.438,-33.203,-30.273,-47.363
23,6.348,-27.344,-25.391,-15.625
24,26.855,-33.691,-28.809,16.113
25,8.301,-38.574,-36.133,-4.883
26,-23.926,-40.527,-30.273,-41.992
27,-13.672,-39.062,-21.973,-36.133
28,21.973,-32.227,-22.461,4.883
29,15.137,-33.691,-25.879,11.23
30,-22.949,-41.504,-31.25,-34.668
31,-18.555,-39.551,-30.273,-38.574
32,12.207,-41.504,-30.762,0.488
33,13.184,-38.086,-35.156,3.418
34,-12.207,-29.785,-34.18,-33.203
35,-18.066,-31.25,-36.621,-48.34
36,5.371,-31.25,-41.016,-19.043
37,24.902,-30.273,-42.48,7.324
38,3.906,-33.203,-38.574,-26.855
39,-15.137,-29.297,-35.645,-52.734
40,2.93,-30.273,-42.969,-30.762
41,21.484,-37.598,-44.434,-2.93
42,3.418,-37.598,-40.039,-14.648
43,-23.438,-38.086,-35.156,-52.246
44,-12.207,-44.434,-27.832,-41.992
45,16.113,-44.922,-33.203,0.977
46,9.766,-41.016,-30.273,0.488
47,-27.832,-40.039,-26.855,-45.41
48,-28.32,-38.574,-32.227,-46.875
49,10.742,-36.133,-29.785,-2.93
50,15.625,-37.109,-31.25,3.418
51,-20.508,-38.574,-40.039,-40.527
52,-22.461,-37.598,-38.574,-51.27
53,10.742,-36.621,-32.715,-22.461
54,27.344,-35.645,-32.227,-2.93
55,2.93,-36.133,-34.668,-29.297
56,-19.043,-39.062,-38.086,-55.176
57,-1.465,-38.086,-39.551,-39.551
58,29.297,-39.551,-38.086,-5.371
59,16.113,-43.457,-41.016,-13.184
60,-22.461,-43.945,-41.992,-53.711
61,-15.137,-45.41,-43.457,-51.27
62,19.043,-42.48,-41.504,-10.254
63,18.555,-40.039,-36.621,-4.395
64,-18.066,-40.527,-35.645,-47.363
65,-25.879,-40.039,-33.203,-48.828
66,4.883,-43.457,-33.203,-14.16
67,14.16,-43.945,-31.738,-6.836
68,-19.531,-38.086,-29.297,-41.504
69,-31.25,-40.039,-37.598,-60.547
70,-4.883,-41.992,-39.062,-32.227
71,14.16,-41.016,-30.273,-5.371
72,-1.953,-38.086,-31.25,-29.785
73,-19.043,-34.668,-34.18,-57.617
74,0.977,-36.621,-38.086,-41.016
75,28.32,-39.551,-41.504,-3.906
76,15.625,-39.551,-41.504,-14.648
77,-16.113,-38.574,-34.668,-49.805
78,-9.766,-39.062,-30.273,-44.922
79,20.508,-34.668,-29.297,-7.812
80,19.531,-31.738,-29.297,6.836
81,-11.719,-33.691,-33.203,-37.109
82,-18.066,-30.762,-35.156,-54.199
83,8.789,-33.691,-38.574,-15.625
84,24.414,-35.645,-36.133,10.742
85,-6.836,-36.133,-30.762,-25.391
86,-31.738,-43.457,-29.297,-59.57
87,-5.859,-42.48,-32.227,-34.668
88,19.531,-39.062,-30.273,0.977
89,-4.883,-36.133,-26.855,-19.531
90,-34.668,-38.574,-36.133,-55.176
91,-19.531,-45.898,-41.992,-38.086
92,15.137,-43.457,-39.551,-0.488
93,15.137,-35.156,-41.992,-7.812
94,-19.043,-34.18,-37.598,-53.711
95,-24.414,-40.039,-39.062,-57.129
96,5.371,-42.969,-44.922,-15.625
97,11.23,-39.551,-43.945,-4.883
98,-20.508,-35.645,-34.18,-41.992
99,-24.414,-32.715,-29.785,-53.711
100,8.789,-32.715,-33.691,-20.996
101,21.484,-35.156,-32.715,3.906
102,-10.742,-34.18,-29.785,-30.273
103,-27.344,-33.203,-27.832,-57.129
104,0.0,-32.227,-30.273,-30.273
105,25.879,-34.668,-30.273,3.906
106,12.695,-34.668,-27.832,-8.789
107,-19.043,-32.715,-30.273,-46.387
108,-9.277,-35.156,-32.227,-36.621
109,22.461,-38.574,-27.832,-2.93
