,TP9,AF7,AF8,TP10
0,-20.996,-22.461,-41.016,-38.086
1,-47.363,-25.879,-39.551,-29.297
2,-22.461,-25.879,-36.133,-25.391
3,-9.766,-24.414,-31.738,-31.25
4,-22.949,-25.879,-33.691,-30.762
5,-47.363,-25.879,-38.574,-27.832
6,-63.477,-23.438,-40.039,-27.344
7,-79.102,-22.949,-43.457,-26.367
8,-78.125,-21.973,-45.41,-21.973
9,-61.523,-20.996,-46.875,-30.273
10,-67.383,-25.391,-47.852,-41.016
11,-83.496,-33.203,-50.781,-43.945
12,-70.801,-29.785,-52.734,-41.016
13,-59.57,-24.902,-50.781,-40.039
14,-64.453,-26.367,-52.246,-36.621
15,-69.336,-26.855,-52.734,-34.668
16,-93.262,-28.32,-49.316,-35.645
17,-111.816,-27.344,-46.387,-35.156
18,-107.422,-22.949,-44.922,-40.039
19,-98.145,-25.391,-43.945,-41.504
20,-90.332,-29.785,-41.016,-38.574
21,-80.566,-27.344,-41.016,-36.621
22,-76.66,-26.367,-43.457,-39.551
23,-80.078,-30.762,-39.551,-41.016
24,-70.312,-33.203,-38.574,-35.645
25,-75.195,-31.738,-38.574,-34.668
26,-103.516,-33.691,-37.109,-41.504
27,-104.004,-33.203,-36.621,-43.457
28,-96.191,-27.832,-32.227,-38.086
29,-101.074,-28.809,-29.297,-36.133
30,-147.461,-31.25,-29.297,-41.992
31,-213.867,-31.738,-27.344,-36.133
32,-194.824,-30.762,-25.391,-31.25
33,-119.141,-34.18,-29.297,-40.527
34,-62.5,-36.133,-31.738,-44.434
35,-49.316,-32.227,-31.25,-39.551
36,-47.363,-27.344,-31.25,-41.504
37,-42.969,-26.855,-30.273,-44.922
38,-25.879,-28.809,-28.32,-42.969
39,7.812,-27.832,-27.832,-42.48
40,6.836,-26.855,-29.297,-45.898
41,15.137,-22.949,-29.297,-47.852
42,-27.344,-23.438,-28.809,-44.922
43,-142.09,-28.809,-36.133,-54.688
44,-170.41,-28.809,-28.32,-65.918
45,-164.062,-25.391,-20.02,-64.453
46,-232.422,-25.879,-22.949,-69.336
47,-255.859,-27.344,-29.785,-71.289
48,-146.484,-26.855,-35.156,-69.336
49,-43.945,-25.879,-33.691,-72.266
50,39.062,-28.809,-37.598,-73.73
51,6.836,-28.32,-38.574,-75.684
52,-103.516,-25.391,-36.133,-73.73
53,-59.57,-26.855,-33.203,-62.5
54,16.113,-29.297,-32.227,-59.57
55,27.832,-27.344,-30.762,-61.523
56,13.184,-26.367,-28.32,-59.082
57,-53.223,-27.832,-30.762,-58.594
58,-49.805,-28.809,-33.203,-61.523
59,-6.348,-28.32,-36.621,-63.965
60,-31.25,-25.391,-34.668,-63.965
61,-53.711,-25.391,-32.227,-62.988
62,-38.574,-27.344,-38.574,-61.523
63,-22.949,-26.855,-36.133,-61.523
64,-39.551,-27.832,-32.715,-64.941
65,-30.273,-26.367,-33.691,-60.059
66,16.602,-22.461,-32.715,-58.594
67,24.902,-23.926,-32.227,-62.5
68,-6.836,-27.832,-34.18,-62.5
69,-28.809,-30.762,-36.133,-68.848
70,-34.18,-27.832,-35.645,-65.43
71,-21.973,-27.832,-30.273,-59.57
72,-15.625,-34.18,-28.809,-63.477
73,-19.531,-30.273,-32.227,-64.941
74,14.16,-23.926,-33.203,-65.43
75,40.039,-30.273,-31.25,-63.965
76,46.875,-32.227,-29.297,-62.012
77,73.242,-26.855,-28.32,-55.176
78,72.754,-29.785,-26.855,-49.316
79,31.738,-31.25,-28.32,-55.176
80,4.395,-30.762,-32.227,-54.688
81,7.324,-30.762,-36.133,-53.223
82,25.391,-27.832,-37.109,-58.105
83,37.109,-29.785,-32.715,-57.129
84,40.039,-30.273,-31.25,-48.828
85,54.199,-23.926,-29.785,-42.48
86,62.012,-25.391,-32.227,-48.34
87,43.945,-31.738,-36.621,-51.758
88,39.551,-34.668,-32.715,-44.434
89,46.875,-38.574,-29.785,-42.48
90,34.18,-38.086,-29.297,-42.48
91,34.668,-38.574,-29.297,-44.922
92,53.223,-40.039,-29.785,-38.574
93,53.711,-38.086,-29.785,-35.645
94,35.645,-38.574,-31.25,-41.992
95,19.043,-38.086,-32.227,-45.898
96,22.461,-33.691,-27.832,-46.875
97,26.367,-33.203,-27.344,-47.852
98,31.738,-34.18,-27.832,-49.316
99,45.41,-30.762,-25.879,-44.434
100,41.992,-26.367,-26.367,-39.062
101,45.898,-34.668,-24.902,-36.621
102,55.176,-38.574,-21.484,-35.645
103,49.805,-31.738,-20.508,-36.133
104,44.922,-29.297,-19.531,-34.18
105,31.25,-28.809,-16.602,-35.645
106,22.461,-27.344,-16.602,-38.574
107,19.531,-21.973,-15.625,-28.809
108,9.766,-19.531,-13.672,-28.32
109,6.348,-20.02,-15.625,-35.645
110,12.695,-20.508,-20.508,-27.344
111,18.066,-21.484,-14.16,-25.391
112,14.16,-18.555,-12.207,-30.273
113,5.859,-15.137,-19.043,-39.062
114,7.812,-18.555,-20.02,-42.48
115,4.395,-21.973,-16.602,-36.621
116,-5.859,-20.508,-17.09,-34.668
117,-26.367,-17.09,-19.531,-31.25
118,-44.434,-23.438,-18.555,-33.691
119,-24.414,-30.273,-21.973,-40.527
120,-9.277,-25.391,-23.926,-41.992
121,-30.273,-22.461,-22.949,-45.41
122,-33.203,-21.484,-17.578,-47.363
123,-3.906,-21.973,-17.09,-43.945
124,16.602,-21.484,-24.414,-40.039
125,18.066,-17.578,-22.461,-37.109
126,20.508,-20.508,-20.02,-32.227
127,36.133,-28.32,-20.996,-27.832
128,44.922,-28.32,-23.926,-35.156
129,56.152,-26.855,-23.926,-33.691
130,51.758,-26.855,-23.926,-30.762
131,45.41,-29.785,-24.902,-39.062
132,51.27,-31.738,-26.367,-41.016
133,39.062,-32.715,-31.25,-43.945
134,35.156,-30.273,-30.762,-42.48
135,42.48,-26.855,-25.879,-36.621
136,41.504,-28.809,-25.391,-31.25
