timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1627766890.837,-28.320,-22.461,-26.367,-18.555,912072.000,0.021
1627766890.841,-25.879,-18.066,-27.344,-23.926,912072.000,0.025
1627766890.845,-41.504,-17.090,-25.391,-24.414,912072.000,0.029
1627766890.849,-60.547,-17.578,-27.832,-27.344,912072.062,-0.030
1627766890.853,-56.641,-14.648,-28.809,-30.762,912072.062,-0.026
1627766890.857,-47.363,-13.672,-22.461,-32.715,912072.062,-0.022
1627766890.861,-49.805,-14.160,-21.973,-31.738,912072.062,-0.018
1627766890.864,-51.758,-12.695,-21.973,-22.949,912072.062,-0.014
1627766890.868,-39.551,-8.789,-19.043,-21.484,912072.062,-0.010
1627766890.872,-27.832,-12.695,-21.973,-23.926,912072.062,-0.007
1627766890.876,-32.715,-12.695,-26.367,-27.344,912072.062,-0.003
1627766890.880,-51.270,-11.719,-26.367,-24.902,912072.062,0.001
1627766890.882,-57.129,-16.113,-23.926,-24.902,912072.062,0.017
1627766890.886,-41.016,-20.508,-25.391,-33.691,912072.062,0.021
1627766890.890,-42.969,-20.508,-27.832,-32.227,912072.062,0.025
1627766890.894,-55.664,-22.949,-29.785,-30.273,912072.062,0.028
1627766890.898,-62.988,-25.391,-32.715,-35.156,912072.125,-0.030
1627766890.902,-51.270,-17.578,-31.738,-37.109,912072.125,-0.026
1627766890.906,-33.691,-16.602,-28.809,-31.250,912072.125,-0.022
1627766890.909,-35.156,-21.973,-34.668,-28.809,912072.125,-0.018
1627766890.913,-39.062,-17.578,-32.227,-27.344,912072.125,-0.014
1627766890.917,-32.715,-19.043,-31.250,-32.227,912072.125,-0.011
1627766890.921,-30.273,-21.484,-32.227,-37.598,912072.125,-0.007
1627766890.925,-37.598,-14.160,-30.273,-37.598,912072.125,-0.003
1627766890.927,-50.781,-17.090,-28.320,-40.527,912072.125,0.001
1627766890.931,-50.293,-21.484,-28.809,-42.480,912072.125,0.004
1627766890.935,-36.133,-22.949,-30.273,-39.062,912072.125,0.008
1627766890.939,-37.598,-26.855,-31.250,-38.086,912072.125,0.012
1627766890.943,-51.270,-30.762,-32.715,-39.551,912072.125,0.016
1627766890.947,-55.664,-33.203,-33.203,-37.109,912072.125,0.020
1627766890.951,-44.922,-28.809,-32.227,-30.273,912072.125,0.024
1627766890.954,-26.367,-24.414,-25.391,-25.879,912072.125,0.028
1627766890.958,-39.551,-27.832,-24.902,-28.809,912072.188,-0.031
1627766890.962,-54.688,-27.344,-26.367,-26.855,912072.188,-0.027
1627766890.966,-45.410,-23.926,-29.297,-29.297,912072.188,-0.023
1627766890.970,-37.109,-25.391,-28.320,-35.156,912072.188,-0.019
1627766890.987,-44.922,-25.879,-23.438,-32.227,912072.188,-0.017
1627766890.991,-55.664,-26.367,-29.297,-31.738,912072.188,-0.013
1627766890.995,-44.434,-22.949,-30.762,-30.273,912072.188,-0.009
1627766890.999,-27.832,-22.949,-29.297,-22.461,912072.188,-0.005
1627766891.003,-28.320,-24.414,-28.320,-25.391,912072.188,-0.001
1627766891.007,-39.551,-24.414,-25.391,-25.879,912072.188,0.003
1627766891.011,-37.598,-27.832,-25.391,-18.555,912072.188,0.007
1627766891.014,-22.949,-33.203,-28.320,-19.043,912072.188,0.011
1627766891.018,-23.926,-36.621,-29.785,-22.461,912072.188,0.015
1627766891.022,-44.922,-33.691,-29.297,-21.973,912072.188,0.018
1627766891.026,-54.688,-29.785,-29.785,-26.367,912072.188,0.022
1627766891.030,-46.387,-28.809,-29.785,-30.273,912072.188,0.026
1627766891.032,-44.434,-25.391,-30.762,-28.320,912072.188,0.029
1627766891.036,-54.199,-26.855,-31.250,-34.668,912072.250,-0.029
1627766891.040,-63.477,-29.785,-30.273,-40.527,912072.250,-0.025
1627766891.044,-53.223,-26.367,-28.320,-36.621,912072.250,-0.022
1627766891.048,-45.410,-29.785,-29.785,-40.039,912072.250,-0.018
1627766891.052,-49.805,-31.250,-31.250,-40.527,912072.250,-0.014
1627766891.056,-57.129,-27.344,-29.785,-36.621,912072.250,-0.010
1627766891.059,-54.688,-29.297,-28.809,-35.156,912072.250,-0.006
1627766891.063,-43.945,-29.785,-31.738,-34.180,912072.250,-0.002
1627766891.067,-47.852,-26.855,-27.832,-31.250,912072.250,0.002
1627766891.071,-62.012,-32.227,-25.879,-30.762,912072.250,0.006
1627766891.075,-56.152,-31.738,-22.949,-27.832,912072.250,0.010
1627766891.077,-36.621,-26.367,-19.531,-20.020,912072.250,0.011
1627766891.081,-33.203,-29.297,-19.531,-14.648,912072.250,0.015
1627766891.085,-47.852,-28.320,-23.926,-13.672,912072.250,0.019
1627766891.089,-45.898,-23.926,-28.320,-11.230,912072.250,0.023
1627766891.093,-32.227,-25.391,-29.785,-12.207,912072.250,0.027
1627766891.097,-33.691,-25.391,-25.391,-17.090,912072.250,0.031
1627766891.101,-40.039,-25.391,-19.531,-22.949,912072.312,-0.028
1627766891.104,-51.758,-29.785,-23.926,-29.297,912072.312,-0.024
1627766891.108,-52.734,-29.785,-31.250,-29.297,912072.312,-0.020
1627766891.112,-37.109,-28.320,-33.691,-34.668,912072.312,-0.016
1627766891.116,-43.457,-31.738,-34.180,-40.527,912072.312,-0.012
1627766891.120,-53.711,-30.762,-34.180,-41.016,912072.312,-0.008
1627766891.122,-48.828,-28.809,-39.551,-44.434,912072.312,-0.006
1627766891.126,-35.645,-28.809,-38.086,-48.340,912072.312,-0.002
1627766891.130,-31.738,-28.320,-37.109,-47.852,912072.312,0.002
1627766891.134,-43.457,-25.879,-36.133,-45.898,912072.312,0.005
1627766891.138,-51.270,-22.949,-34.180,-44.434,912072.312,0.009
1627766891.142,-41.992,-23.926,-29.297,-39.062,912072.312,0.013
1627766891.146,-35.156,-25.879,-21.484,-33.691,912072.312,0.017
1627766891.149,-50.293,-24.414,-22.461,-38.086,912072.312,0.021
1627766891.153,-54.199,-26.855,-25.391,-36.621,912072.312,0.025
1627766891.157,-38.086,-28.809,-26.367,-32.715,912072.312,0.029
1627766891.161,-27.344,-27.344,-29.297,-33.203,912072.375,-0.030
1627766891.165,-32.715,-25.879,-31.250,-28.320,912072.375,-0.026
1627766891.167,-44.434,-25.391,-35.156,-21.973,912072.375,-0.024
1627766891.171,-46.387,-24.902,-34.180,-16.602,912072.375,-0.020
1627766891.175,-23.926,-28.320,-32.227,-16.113,912072.375,-0.016
1627766891.179,-23.926,-25.879,-25.391,-17.090,912072.375,-0.012
1627766891.183,-35.156,-23.926,-20.996,-16.602,912072.375,-0.008
1627766891.187,-32.715,-25.879,-22.461,-20.508,912072.375,-0.004
1627766891.191,-20.508,-21.973,-24.414,-22.949,912072.375,-0.000
1627766891.194,-31.738,-27.344,-26.855,-28.320,912072.375,0.004
1627766891.198,-61.035,-32.227,-29.297,-39.062,912072.375,0.007
1627766891.202,-65.918,-30.273,-31.250,-47.363,912072.375,0.011
1627766891.206,-49.805,-28.320,-29.297,-42.480,912072.375,0.015
1627766891.210,-43.945,-26.367,-27.832,-38.574,912072.375,0.019
1627766891.212,-57.129,-24.414,-25.879,-40.527,912072.375,0.021
1627766891.216,-61.035,-24.902,-25.391,-37.598,912072.375,0.025
1627766891.220,-46.387,-24.902,-30.762,-38.086,912072.375,0.029
1627766891.224,-31.250,-20.508,-32.715,-37.598,912072.438,-0.030
1627766891.228,-42.969,-21.484,-29.297,-39.062,912072.438,-0.026
1627766891.232,-56.152,-23.926,-25.879,-37.598,912072.438,-0.022
1627766891.236,-46.875,-23.438,-21.973,-32.715,912072.438,-0.018
1627766891.239,-36.133,-23.438,-22.461,-28.320,912072.438,-0.014
1627766891.243,-37.598,-24.902,-25.391,-27.832,912072.438,-0.010
1627766891.247,-41.992,-25.879,-23.926,-25.391,912072.438,-0.006
1627766891.251,-35.156,-24.902,-24.414,-20.996,912072.438,-0.003
1627766891.255,-17.090,-24.902,-24.902,-15.625,912072.438,0.001
1627766891.257,-17.090,-24.414,-20.508,-15.625,912072.438,0.017
1627766891.261,-28.809,-20.508,-20.996,-20.020,912072.438,0.021
1627766891.265,-25.879,-19.531,-22.461,-21.484,912072.438,0.024
1627766891.269,-17.090,-23.438,-24.414,-26.855,912072.438,0.028
1627766891.273,-17.578,-24.414,-28.320,-33.203,912072.500,-0.030
1627766891.277,-32.227,-21.973,-27.344,-34.180,912072.500,-0.026
1627766891.281,-46.387,-21.973,-27.344,-31.738,912072.500,-0.022
1627766891.284,-48.340,-22.461,-26.367,-37.109,912072.500,-0.019
1627766891.288,-41.992,-21.484,-21.973,-39.062,912072.500,-0.015
1627766891.292,-48.828,-24.902,-20.020,-43.945,912072.500,-0.011
1627766891.296,-62.988,-27.344,-25.879,-53.711,912072.500,-0.007
1627766891.300,-58.105,-28.809,-33.691,-54.688,912072.500,-0.003
1627766891.302,-41.992,-25.391,-34.180,-53.711,912072.500,0.001
1627766891.306,-35.156,-21.973,-28.809,-43.945,912072.500,0.004
1627766891.310,-37.598,-21.973,-25.879,-34.668,912072.500,0.008
1627766891.314,-39.551,-19.531,-22.949,-30.273,912072.500,0.012
1627766891.318,-30.273,-20.508,-26.855,-30.273,912072.500,0.016
1627766891.322,-26.367,-20.996,-31.250,-30.762,912072.500,0.020
1627766891.326,-36.621,-18.555,-30.273,-23.438,912072.500,0.024
1627766891.329,-40.039,-22.461,-27.344,-21.484,912072.500,0.028
1627766891.333,-31.250,-23.926,-27.344,-17.090,912072.562,-0.031
1627766891.337,-15.137,-23.926,-27.344,-8.789,912072.562,-0.027
1627766891.341,-20.996,-25.879,-25.391,-9.277,912072.562,-0.023
1627766891.345,-29.297,-27.832,-26.367,-13.184,912072.562,-0.019
1627766891.362,-15.625,-24.902,-27.832,-13.672,912072.562,-0.016
1627766891.366,-9.277,-22.949,-28.809,-13.184,912072.562,-0.012
1627766891.370,-15.625,-20.020,-28.809,-17.578,912072.562,-0.008
1627766891.374,-29.785,-20.020,-28.320,-24.902,912072.562,-0.004
1627766891.378,-35.645,-23.926,-29.297,-33.203,912072.562,-0.001
1627766891.382,-28.320,-26.367,-32.715,-35.156,912072.562,0.003
1627766891.386,-36.621,-25.391,-32.715,-34.180,912072.562,0.007
1627766891.389,-55.176,-19.043,-26.855,-41.016,912072.562,0.011
1627766891.393,-56.641,-22.461,-29.297,-41.504,912072.562,0.015
1627766891.397,-49.805,-28.809,-35.156,-38.086,912072.562,0.019
1627766891.401,-50.293,-24.414,-35.156,-41.016,912072.562,0.023
1627766891.405,-55.176,-20.508,-30.273,-39.551,912072.562,0.027
1627766891.407,-66.895,-27.832,-30.762,-46.387,912072.562,0.028
1627766891.411,-61.035,-24.902,-32.715,-50.293,912072.625,-0.030
1627766891.415,-50.293,-20.020,-28.809,-38.574,912072.625,-0.026
1627766891.419,-62.988,-21.484,-28.809,-37.109,912072.625,-0.022
1627766891.423,-59.570,-21.973,-29.297,-35.645,912072.625,-0.018
1627766891.427,-41.992,-22.949,-25.391,-23.438,912072.625,-0.015
1627766891.431,-30.273,-25.879,-22.461,-16.602,912072.625,-0.011
1627766891.434,-34.668,-28.809,-25.879,-20.508,912072.625,-0.007
1627766891.438,-43.457,-28.809,-27.832,-20.020,912072.625,-0.003
1627766891.442,-39.551,-25.879,-21.484,-12.695,912072.625,0.001
1627766891.446,-23.926,-27.344,-20.996,-18.555,912072.625,0.005
1627766891.450,-23.438,-25.879,-27.832,-23.438,912072.625,0.009
1627766891.452,-42.969,-23.926,-28.809,-24.414,912072.625,0.011
1627766891.456,-42.480,-23.926,-33.203,-29.785,912072.625,0.015
1627766891.460,-29.785,-26.367,-35.645,-36.621,912072.625,0.019
1627766891.464,-34.180,-27.832,-30.762,-34.668,912072.625,0.023
1627766891.468,-50.293,-27.344,-30.273,-35.645,912072.625,0.027
1627766891.472,-51.270,-25.391,-30.762,-39.551,912072.625,0.031
1627766891.476,-45.410,-26.855,-30.762,-42.969,912072.688,-0.028
1627766891.479,-41.992,-25.879,-32.715,-42.480,912072.688,-0.024
1627766891.483,-45.898,-20.996,-28.809,-28.809,912072.688,-0.020
1627766891.487,-53.711,-15.137,-26.367,-38.086,912072.688,-0.016
1627766891.491,-55.176,-14.160,-26.855,-46.875,912072.688,-0.012
1627766891.495,-34.180,-19.043,-26.855,-42.480,912072.688,-0.008
1627766891.497,-29.785,-15.137,-25.879,-43.945,912072.688,-0.007
1627766891.501,-43.945,-14.648,-27.344,-47.363,912072.688,-0.003
1627766891.505,-41.992,-26.855,-30.273,-44.922,912072.688,0.001
1627766891.509,-30.273,-29.785,-30.762,-37.109,912072.688,0.005
1627766891.513,-27.344,-27.344,-30.273,-31.250,912072.688,0.009
1627766891.517,-36.621,-25.391,-21.973,-18.066,912072.688,0.013
1627766891.521,-29.297,-20.020,-12.695,-2.930,912072.688,0.017
1627766891.524,-21.973,-20.020,-16.113,-0.977,912072.688,0.021
1627766891.528,-29.785,-23.926,-22.949,-6.836,912072.688,0.025
1627766891.532,-38.574,-25.879,-24.414,-15.137,912072.688,0.028
1627766891.536,-43.945,-25.879,-21.973,-20.508,912072.750,-0.030
1627766891.540,-39.062,-24.414,-22.949,-25.391,912072.750,-0.026
1627766891.542,-30.762,-21.973,-24.902,-28.809,912072.750,-0.024
1627766891.546,-41.992,-24.902,-24.414,-36.133,912072.750,-0.020
1627766891.550,-61.035,-28.320,-27.832,-40.527,912072.750,-0.016
1627766891.554,-54.199,-25.879,-31.250,-38.574,912072.750,-0.012
1627766891.558,-40.039,-26.367,-30.762,-40.039,912072.750,-0.009
1627766891.562,-54.688,-31.250,-31.250,-43.945,912072.750,-0.005
1627766891.566,-64.453,-29.297,-33.691,-46.387,912072.750,-0.001
1627766891.569,-59.082,-28.809,-35.156,-41.504,912072.750,0.003
1627766891.573,-46.387,-26.367,-32.227,-42.480,912072.750,0.007
1627766891.577,-45.898,-22.949,-32.227,-46.387,912072.750,0.011
1627766891.581,-60.059,-22.461,-32.227,-40.039,912072.750,0.015
1627766891.585,-67.383,-24.902,-34.668,-41.992,912072.750,0.019
1627766891.587,-50.781,-27.344,-35.156,-42.480,912072.750,0.021
1627766891.591,-33.203,-26.855,-31.738,-33.203,912072.750,0.025
1627766891.595,-37.598,-28.809,-30.273,-23.926,912072.750,0.029
1627766891.599,-41.016,-27.832,-28.320,-17.090,912072.812,-0.030
1627766891.603,-24.902,-26.367,-24.902,-17.090,912072.812,-0.026
1627766891.607,-14.160,-29.297,-28.809,-22.949,912072.812,-0.022
1627766891.611,-29.297,-33.203,-38.086,-28.809,912072.812,-0.018
1627766891.614,-46.387,-33.691,-37.109,-25.879,912072.812,-0.014
1627766891.618,-45.410,-32.715,-32.227,-32.715,912072.812,-0.010
1627766891.622,-38.574,-30.762,-36.133,-38.086,912072.812,-0.007
1627766891.626,-38.574,-27.832,-36.133,-35.645,912072.812,-0.003
1627766891.630,-46.875,-26.367,-31.250,-34.668,912072.812,0.001
1627766891.632,-45.410,-22.461,-32.227,-32.715,912072.812,0.017
1627766891.636,-38.086,-22.461,-34.180,-38.574,912072.812,0.021
1627766891.640,-42.969,-25.879,-37.598,-47.363,912072.812,0.025
1627766891.644,-59.082,-25.879,-37.109,-45.410,912072.812,0.028
1627766891.648,-74.219,-24.414,-34.180,-49.316,912072.875,-0.030
1627766891.652,-57.129,-24.414,-32.227,-52.734,912072.875,-0.026
1627766891.656,-44.922,-25.879,-31.738,-50.293,912072.875,-0.022
1627766891.659,-63.477,-24.414,-33.203,-55.176,912072.875,-0.018
1627766891.663,-78.613,-29.297,-33.203,-57.617,912072.875,-0.014
1627766891.667,-73.242,-34.668,-33.691,-54.688,912072.875,-0.011
1627766891.671,-56.152,-28.809,-33.203,-47.363,912072.875,-0.007
1627766891.675,-51.758,-23.926,-28.320,-36.621,912072.875,-0.003
1627766891.677,-59.570,-28.320,-28.809,-33.203,912072.875,0.001
1627766891.681,-52.734,-34.668,-32.715,-26.367,912072.875,0.004
1627766891.685,-34.180,-33.203,-26.855,-17.578,912072.875,0.008
1627766891.689,-27.832,-31.738,-24.414,-16.113,912072.875,0.012
1627766891.693,-40.527,-33.203,-27.832,-16.602,912072.875,0.016
1627766891.697,-41.504,-33.203,-24.902,-16.113,912072.875,0.020
1627766891.701,-30.273,-33.203,-24.902,-12.207,912072.875,0.024
1627766891.704,-28.809,-31.250,-24.902,-18.555,912072.875,0.028
1627766891.708,-46.387,-28.809,-23.926,-27.832,912072.938,-0.031
1627766891.712,-52.246,-25.391,-22.949,-31.250,912072.938,-0.027
1627766891.716,-48.828,-21.973,-19.531,-38.574,912072.938,-0.023
1627766891.720,-49.805,-23.926,-20.020,-39.551,912072.938,-0.019
1627766891.737,-44.922,-27.344,-25.391,-39.062,912072.938,-0.016
1627766891.741,-56.641,-22.949,-25.879,-36.621,912072.938,-0.012
1627766891.745,-57.617,-20.996,-28.809,-38.086,912072.938,-0.008
1627766891.749,-46.875,-27.832,-32.715,-45.410,912072.938,-0.005
1627766891.753,-52.246,-32.227,-29.297,-47.852,912072.938,-0.001
1627766891.757,-66.406,-27.832,-26.367,-45.410,912072.938,0.003
1627766891.761,-66.895,-25.879,-28.320,-47.852,912072.938,0.007
1627766891.764,-55.664,-23.926,-32.227,-47.852,912072.938,0.011
1627766891.768,-52.734,-22.461,-27.832,-45.898,912072.938,0.015
1627766891.772,-58.105,-18.555,-24.902,-40.527,912072.938,0.019
1627766891.776,-58.594,-24.414,-32.227,-41.016,912072.938,0.023
1627766891.780,-46.387,-33.691,-33.203,-42.969,912072.938,0.027
1627766891.782,-32.227,-31.738,-31.250,-33.691,912072.938,0.029
1627766891.786,-39.551,-30.273,-35.645,-29.297,912073.000,-0.030
1627766891.790,-44.922,-29.297,-33.691,-26.855,912073.000,-0.026
1627766891.794,-34.180,-21.484,-28.320,-18.066,912073.000,-0.022
1627766891.798,-28.809,-20.020,-30.273,-16.602,912073.000,-0.018
1627766891.802,-30.273,-24.902,-32.715,-21.973,912073.000,-0.014
1627766891.806,-43.457,-24.902,-31.738,-24.902,912073.000,-0.010
1627766891.809,-45.410,-23.926,-33.691,-34.668,912073.000,-0.006
1627766891.813,-43.457,-27.832,-32.715,-47.852,912073.000,-0.003
1627766891.817,-52.734,-30.762,-28.809,-44.434,912073.000,0.001
1627766891.821,-62.988,-27.832,-28.809,-36.621,912073.000,0.005
1627766891.825,-66.895,-26.367,-31.738,-34.180,912073.000,0.009
1627766891.828,-56.641,-26.367,-32.715,-39.062,912073.000,0.011
1627766891.832,-50.781,-26.367,-33.203,-41.504,912073.000,0.015
1627766891.836,-57.129,-27.832,-29.297,-38.574,912073.000,0.019
1627766891.840,-61.523,-26.367,-25.879,-44.434,912073.000,0.023
1627766891.844,-54.199,-28.809,-28.320,-44.922,912073.000,0.026
1627766891.848,-41.504,-30.762,-27.832,-37.598,912073.000,0.030
1627766891.852,-46.387,-29.785,-28.809,-37.598,912073.062,-0.028
1627766891.855,-52.734,-30.273,-28.809,-34.180,912073.062,-0.024
1627766891.859,-38.086,-28.320,-25.879,-22.461,912073.062,-0.020
1627766891.863,-24.902,-25.391,-24.414,-14.648,912073.062,-0.017
1627766891.867,-19.043,-24.414,-22.949,-9.766,912073.062,-0.013
1627766891.871,-22.461,-25.879,-25.391,-10.254,912073.062,-0.009
1627766891.872,-22.949,-23.926,-30.762,-14.160,912073.062,-0.007
1627766891.876,-8.789,-22.949,-31.250,-12.695,912073.062,-0.003
1627766891.880,-12.207,-25.879,-28.809,-16.113,912073.062,0.001
1627766891.884,-30.273,-22.949,-32.227,-19.043,912073.062,0.005
1627766891.888,-38.086,-20.508,-33.691,-23.438,912073.062,0.009
1627766891.892,-34.180,-24.414,-33.691,-33.203,912073.062,0.013
1627766891.896,-35.645,-27.344,-37.598,-41.992,912073.062,0.017
1627766891.899,-53.711,-24.414,-38.574,-46.875,912073.062,0.021
1627766891.903,-69.336,-25.391,-37.598,-47.363,912073.062,0.025
1627766891.907,-58.105,-25.879,-35.645,-46.875,912073.062,0.029
1627766891.911,-45.898,-21.973,-32.715,-42.480,912073.125,-0.030
1627766891.915,-48.340,-23.926,-32.227,-41.504,912073.125,-0.026
1627766891.917,-57.129,-23.926,-30.273,-45.410,912073.125,-0.024
1627766891.921,-48.828,-19.531,-25.879,-44.434,912073.125,-0.020
1627766891.925,-35.645,-21.973,-28.320,-39.062,912073.125,-0.016
1627766891.929,-51.270,-26.367,-31.738,-40.039,912073.125,-0.012
1627766891.933,-54.688,-33.203,-32.715,-46.387,912073.125,-0.009
1627766891.937,-37.598,-34.668,-32.227,-37.109,912073.125,-0.005
1627766891.941,-29.297,-31.250,-31.738,-25.879,912073.125,-0.001
1627766891.944,-29.785,-30.762,-32.227,-16.113,912073.125,0.003
1627766891.948,-35.645,-30.762,-28.320,-13.672,912073.125,0.007
1627766891.952,-39.062,-30.273,-29.785,-17.090,912073.125,0.011
1627766891.956,-25.879,-25.391,-31.250,-18.066,912073.125,0.015
1627766891.960,-20.996,-23.926,-27.832,-19.531,912073.125,0.019
1627766891.962,-41.016,-30.762,-29.785,-27.344,912073.125,0.021
1627766891.966,-56.152,-34.180,-35.645,-36.621,912073.125,0.025
1627766891.970,-41.992,-32.227,-37.109,-37.109,912073.125,0.029
1627766891.974,-19.531,-28.320,-36.621,-29.785,912073.188,-0.030
1627766891.978,-27.344,-26.367,-34.180,-31.738,912073.188,-0.026
1627766891.982,-50.781,-28.320,-37.109,-41.504,912073.188,-0.022
1627766891.986,-55.176,-29.785,-40.527,-40.039,912073.188,-0.018
1627766891.989,-43.457,-26.855,-36.133,-33.691,912073.188,-0.014
1627766891.993,-47.363,-25.879,-37.598,-41.992,912073.188,-0.011
1627766891.997,-63.965,-30.273,-39.551,-48.340,912073.188,-0.007
1627766892.001,-68.359,-34.668,-32.715,-47.852,912073.188,-0.003
1627766892.005,-44.922,-30.273,-29.297,-46.387,912073.188,0.001
1627766892.007,-38.086,-25.879,-26.367,-49.316,912073.188,0.017
1627766892.011,-59.082,-31.250,-28.320,-48.828,912073.188,0.021
1627766892.015,-65.918,-32.227,-31.738,-45.898,912073.188,0.025
1627766892.019,-46.387,-30.762,-31.250,-44.922,912073.188,0.029
