timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1627886321.757,-24.414,-23.926,-33.691,-32.715,1031506.750,-0.020
1627886321.761,-24.414,-23.926,-36.621,-31.250,1031506.750,-0.016
1627886321.765,-29.785,-29.785,-41.016,-28.809,1031506.750,-0.012
1627886321.769,-36.621,-29.297,-38.086,-36.621,1031506.750,-0.009
1627886321.773,-30.273,-26.367,-33.691,-38.574,1031506.750,-0.005
1627886321.777,-21.484,-25.391,-29.785,-29.297,1031506.750,-0.001
1627886321.781,-25.879,-27.344,-31.250,-23.926,1031506.750,0.003
1627886321.784,-32.227,-28.809,-32.715,-30.273,1031506.750,0.007
1627886321.788,-29.785,-25.879,-29.785,-30.273,1031506.750,0.011
1627886321.792,-26.855,-23.438,-30.762,-23.438,1031506.750,0.015
1627886321.796,-20.508,-21.484,-30.762,-23.926,1031506.750,0.019
1627886321.800,-22.461,-19.531,-30.762,-24.902,1031506.750,0.023
1627886321.802,-33.203,-22.949,-34.180,-31.250,1031506.750,0.025
1627886321.806,-34.180,-27.832,-33.203,-34.180,1031506.750,0.029
1627886321.810,-25.391,-31.250,-37.109,-24.902,1031506.812,-0.029
1627886321.814,-21.973,-34.180,-39.062,-21.484,1031506.812,-0.025
1627886321.818,-23.438,-32.227,-33.691,-23.438,1031506.812,-0.021
1627886321.822,-23.926,-31.250,-31.250,-18.555,1031506.812,-0.018
1627886321.826,-21.484,-30.762,-32.227,-17.090,1031506.812,-0.014
1627886321.829,-18.066,-26.367,-37.109,-24.414,1031506.812,-0.010
1627886321.833,-20.996,-22.461,-34.180,-17.578,1031506.812,-0.006
1627886321.837,-17.578,-24.902,-33.203,-19.043,1031506.812,-0.002
1627886321.841,-5.859,-26.855,-36.133,-27.832,1031506.812,0.002
1627886321.845,0.000,-22.949,-35.645,-30.273,1031506.812,0.006
1627886321.847,-5.371,-22.949,-37.109,-40.527,1031506.812,0.007
1627886321.851,-13.184,-22.461,-33.691,-39.551,1031506.812,0.011
1627886321.855,-13.184,-20.996,-29.297,-25.879,1031506.812,0.015
1627886321.859,-20.020,-27.344,-30.273,-17.090,1031506.812,0.019
1627886321.863,-30.762,-31.250,-28.320,-19.531,1031506.812,0.023
1627886321.867,-36.621,-28.809,-26.367,-25.391,1031506.812,0.027
1627886321.871,-31.738,-26.855,-27.344,-27.344,1031506.812,0.031
1627886321.874,-18.555,-27.344,-29.297,-28.809,1031506.875,-0.028
1627886321.878,-20.508,-31.250,-29.785,-23.926,1031506.875,-0.024
1627886321.882,-33.691,-29.297,-33.203,-24.902,1031506.875,-0.020
1627886321.886,-39.551,-29.297,-33.203,-26.367,1031506.875,-0.016
