timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1627767711.192,-29.785,-24.414,-28.809,-24.414,912892.375,0.001
1627767711.196,-38.574,-26.367,-32.715,-23.926,912892.375,0.005
1627767711.200,-28.809,-18.555,-28.320,-19.043,912892.375,0.009
1627767711.204,-18.555,-20.996,-28.809,-19.531,912892.375,0.013
1627767711.208,-20.508,-22.461,-28.320,-19.531,912892.375,0.017
1627767711.212,-38.086,-25.391,-24.902,-19.043,912892.375,0.021
1627767711.216,-41.504,-24.902,-24.414,-15.137,912892.375,0.024
1627767711.219,-26.367,-20.996,-23.438,-16.113,912892.375,0.028
1627767711.223,-18.066,-21.484,-21.484,-22.949,912892.438,-0.030
1627767711.227,-33.203,-21.484,-22.949,-28.320,912892.438,-0.026
1627767711.231,-43.945,-21.973,-24.414,-34.668,912892.438,-0.022
1627767711.235,-31.738,-25.391,-23.438,-33.691,912892.438,-0.019
1627767711.252,-26.367,-28.320,-26.367,-32.715,912892.438,-0.002
1627767711.256,-39.551,-25.879,-26.367,-36.133,912892.438,0.002
1627767711.260,-48.340,-24.902,-25.391,-37.109,912892.438,0.006
1627767711.264,-40.527,-26.855,-22.949,-33.203,912892.438,0.010
1627767711.268,-26.855,-26.855,-21.973,-30.273,912892.438,0.014
1627767711.272,-31.738,-24.902,-23.438,-32.227,912892.438,0.018
1627767711.276,-44.434,-19.531,-19.043,-23.926,912892.438,0.022
1627767711.279,-35.645,-19.531,-20.020,-20.508,912892.438,0.025
1627767711.283,-23.438,-23.438,-22.461,-26.367,912892.438,0.029
1627767711.287,-21.973,-20.996,-17.090,-28.809,912892.500,-0.029
1627767711.291,-30.762,-20.996,-17.578,-33.691,912892.500,-0.025
1627767711.295,-34.180,-23.926,-19.043,-28.320,912892.500,-0.021
1627767711.282,-19.043,-21.484,-17.090,-17.090,912892.500,-0.020
1627767711.286,-19.043,-20.996,-21.484,-21.484,912892.500,-0.016
1627767711.290,-36.133,-22.949,-26.855,-23.926,912892.500,-0.012
