timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1627796984.719,-40.527,-21.484,-52.734,-18.066,942165.938,0.025
1627796984.723,-77.148,-25.391,-42.480,-38.574,942165.938,0.029
1627796984.727,-104.492,-31.250,-45.410,-44.434,942166.000,-0.030
1627796984.731,-108.887,-45.898,-32.715,-58.105,942166.000,-0.026
1627796984.735,-87.891,-46.387,-24.902,-58.105,942166.000,-0.022
1627796984.739,-55.664,-32.715,-41.016,-31.250,942166.000,-0.018
1627796984.743,-54.199,-28.320,-39.062,-20.996,942166.000,-0.014
1627796984.746,-74.707,-28.320,-30.762,-38.086,942166.000,-0.010
1627796984.750,-67.871,-32.227,-27.344,-41.504,942166.000,-0.006
1627796984.754,-50.781,-30.762,-31.738,-39.062,942166.000,-0.002
1627796984.758,-45.898,-32.227,-30.762,-33.203,942166.000,0.002
1627796984.762,-57.617,-48.340,-30.762,-38.086,942166.000,0.005
1627796984.762,-57.617,-48.340,-30.762,-38.086,942166.000,0.005
1627796984.765,-76.660,-61.523,-22.949,-53.711,942166.000,0.007
1627796984.769,-67.383,-60.059,-17.090,-51.758,942166.000,0.011
1627796984.773,-49.316,-53.223,-10.254,-29.785,942166.000,0.015
1627796984.777,-20.508,-18.066,7.812,15.137,942166.000,0.019
1627796984.781,6.836,1.465,-22.949,26.855,942166.000,0.023
1627796984.785,-0.488,-21.484,-39.062,4.883,942166.000,0.027
1627796984.789,-26.367,-33.691,-20.996,-8.301,942166.000,0.031
1627796984.792,-59.082,-36.621,-27.832,-20.508,942166.062,-0.028
1627796984.796,-85.449,-54.199,-27.344,-45.410,942166.062,-0.024
1627796984.800,-80.078,-75.684,26.855,-65.430,942166.062,-0.020
1627796984.804,-9.277,-50.781,33.691,9.277,942166.062,-0.016
1627796984.808,10.254,-18.555,-25.391,48.828,942166.062,-0.012
1627796984.809,-33.691,-20.508,-44.922,13.672,942166.062,-0.010
1627796984.813,-36.621,-28.320,-35.156,6.348,942166.062,-0.006
1627796984.817,-35.645,-34.180,-34.180,-4.395,942166.062,-0.002
1627796984.821,-60.059,-32.227,-51.758,-30.762,942166.062,0.002
1627796984.825,-72.266,-28.320,-42.969,-38.086,942166.062,0.006
1627796984.829,-35.156,-24.902,-26.855,3.418,942166.062,0.010
1627796984.833,-42.480,-51.758,-38.086,-10.742,942166.062,0.014
1627796984.836,-61.035,-51.758,-6.348,-31.250,942166.062,0.018
1627796984.840,-25.879,-15.137,-7.812,22.949,942166.062,0.021
1627796984.844,-15.137,-14.648,-33.691,29.785,942166.062,0.025
1627796984.848,-11.719,-43.945,-20.020,23.926,942166.062,0.029
1627796984.852,-24.902,-65.430,-32.715,9.277,942166.125,-0.029
1627796984.855,-61.035,-57.129,-44.434,-29.785,942166.125,-0.028
1627796984.859,-40.039,-43.945,-20.020,11.719,942166.125,-0.024
1627796984.863,-12.695,-31.738,-11.230,54.688,942166.125,-0.020
1627796984.867,-31.250,-15.625,-29.785,30.273,942166.125,-0.016
1627796984.871,-77.637,-31.738,-34.668,-19.043,942166.125,-0.012
1627796984.875,-81.543,-51.270,15.137,-26.855,942166.125,-0.008
1627796984.879,-14.648,-13.672,10.742,29.785,942166.125,-0.004
1627796984.882,-17.578,-9.277,-35.645,32.227,942166.125,-0.000
1627796984.886,-64.941,-40.039,-9.277,0.977,942166.125,0.004
1627796984.890,-72.266,-41.992,-0.977,5.859,942166.125,0.008
1627796984.894,-48.340,-39.551,-22.461,24.902,942166.125,0.012
1627796984.898,-47.852,-41.992,-31.250,15.137,942166.125,0.015
1627796984.900,-104.980,-61.523,-42.969,-48.340,942166.125,0.019
1627796984.904,-122.070,-71.777,-20.020,-69.336,942166.125,0.023
1627796984.908,-61.523,-30.762,2.930,-2.930,942166.125,0.026
1627796984.912,-16.113,13.672,-24.414,29.785,942166.125,0.030
1627796984.916,-35.645,0.000,-42.969,9.277,942166.188,-0.028
1627796984.920,-74.219,-24.902,-38.574,-17.578,942166.188,-0.024
1627796984.924,-82.031,-29.785,-25.879,-17.578,942166.188,-0.020
1627796984.927,-71.777,-36.621,-20.020,-11.230,942166.188,-0.017
1627796984.931,-70.312,-57.617,-18.066,-32.227,942166.188,-0.013
1627796984.935,-78.125,-65.918,1.465,-35.156,942166.188,-0.009
1627796984.939,-102.051,-72.754,35.645,-52.246,942166.188,-0.005
1627796984.943,-37.109,-27.344,25.391,3.906,942166.188,-0.001
1627796984.944,29.785,14.648,-27.832,62.988,942166.188,0.014
1627796984.948,-8.301,-22.949,-27.344,27.344,942166.188,0.018
1627796984.952,-36.133,-44.922,-8.789,9.766,942166.188,0.022
1627796984.956,-45.410,-43.945,-6.836,-1.953,942166.188,0.026
1627796984.960,-57.617,-36.133,-11.719,-20.020,942166.188,0.030
1627796984.964,-100.098,-47.363,0.488,-60.547,942166.250,-0.029
1627796984.968,-97.168,-54.199,33.691,-41.504,942166.250,-0.025
1627796984.971,-61.523,-36.133,35.156,-0.977,942166.250,-0.021
1627796984.975,-57.617,-12.695,5.371,-18.066,942166.250,-0.017
1627796984.979,-72.754,-14.160,-2.930,-28.320,942166.250,-0.013
1627796984.983,-114.258,-34.668,0.488,-45.410,942166.250,-0.009
1627796984.987,-140.137,-42.969,15.137,-72.754,942166.250,-0.005
1627796984.989,-110.352,-35.156,19.531,-56.641,942166.250,-0.003
1627796984.993,-125.488,-67.871,35.156,-79.102,942166.250,0.000
1627796984.997,-94.238,-58.105,38.574,-29.785,942166.250,0.004
1627796985.001,-46.387,-3.418,-0.977,32.227,942166.250,0.008
1627796985.005,-66.406,-23.438,11.230,-2.441,942166.250,0.012
1627796985.009,-68.848,-39.551,21.484,-16.602,942166.250,0.016
1627796985.013,-65.918,1.465,13.184,-7.324,942166.250,0.020
1627796985.016,-148.438,-40.039,-2.930,-92.773,942166.250,0.024
1627796985.020,-216.797,-106.934,71.777,-164.551,942166.250,0.028
