timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1627885870.464,-36.133,-25.879,-32.227,-31.738,1031055.438,0.013
1627885870.468,-31.250,-29.785,-34.180,-32.715,1031055.438,0.017
1627885870.472,-31.738,-28.320,-35.645,-34.180,1031055.438,0.021
1627885870.476,-39.062,-25.879,-32.227,-39.062,1031055.438,0.025
1627885870.480,-37.598,-23.926,-29.785,-36.133,1031055.438,0.029
1627885870.484,-26.855,-23.438,-27.344,-30.762,1031055.500,-0.030
1627885870.488,-23.438,-26.367,-27.832,-32.227,1031055.500,-0.026
1627885870.491,-21.484,-25.391,-30.762,-33.691,1031055.500,-0.022
1627885870.495,-16.113,-21.484,-28.809,-38.574,1031055.500,-0.018
1627885870.499,-7.812,-19.531,-30.762,-42.480,1031055.500,-0.014
1627885870.503,-6.836,-17.578,-31.250,-37.109,1031055.500,-0.010
1627885870.507,-33.691,-23.438,-26.367,-37.598,1031055.500,-0.006
1627885870.509,-52.734,-25.879,-29.297,-37.598,1031055.500,-0.003
1627885870.513,-44.922,-26.855,-33.203,-34.668,1031055.500,0.001
1627885870.517,-40.527,-28.809,-29.297,-32.715,1031055.500,0.005
1627885870.521,-41.016,-28.320,-29.785,-31.738,1031055.500,0.009
1627885870.525,-41.504,-29.297,-34.180,-38.086,1031055.500,0.013
1627885870.529,-39.551,-29.297,-37.598,-36.133,1031055.500,0.017
1627885870.533,-32.227,-25.879,-34.668,-25.879,1031055.500,0.021
1627885870.536,-31.738,-26.367,-34.668,-30.273,1031055.500,0.024
1627885870.540,-39.551,-26.367,-37.109,-36.621,1031055.500,0.028
1627885870.544,-32.715,-20.020,-32.715,-30.762,1031055.562,-0.030
1627885870.548,-23.438,-19.531,-27.832,-24.414,1031055.562,-0.026
1627885870.552,-30.762,-21.484,-31.738,-31.250,1031055.562,-0.022
1627885870.569,-35.645,-20.996,-35.156,-37.598,1031055.562,-0.020
1627885870.573,-32.715,-18.066,-33.691,-37.598,1031055.562,-0.016
1627885870.577,-29.297,-17.090,-31.738,-35.156,1031055.562,-0.013
1627885870.581,-22.949,-18.555,-27.832,-31.250,1031055.562,-0.009
1627885870.585,-26.367,-17.090,-28.809,-33.203,1031055.562,-0.005
1627885870.589,-35.645,-22.461,-28.320,-35.156,1031055.562,-0.001
1627885870.593,-29.785,-27.344,-28.320,-31.738,1031055.562,0.003
1627885870.596,-22.949,-28.320,-30.762,-30.273,1031055.562,0.007
1627885870.600,-34.180,-34.180,-26.367,-36.133,1031055.562,0.011
1627885870.604,-44.434,-33.203,-25.879,-36.133,1031055.562,0.015
1627885870.608,-48.340,-33.691,-27.344,-37.109,1031055.562,0.019
1627885870.612,-42.480,-31.738,-24.902,-38.086,1031055.562,0.023
1627885870.615,-34.668,-29.785,-23.926,-37.109,1031055.562,0.025
1627885870.619,-38.086,-30.273,-25.879,-41.016,1031055.562,0.029
1627885870.623,-31.250,-27.344,-25.879,-37.109,1031055.625,-0.029
1627885870.627,-19.043,-21.973,-22.461,-24.902,1031055.625,-0.026
1627885870.631,-20.508,-23.926,-23.926,-24.414,1031055.625,-0.022
1627885870.635,-27.344,-28.809,-28.809,-32.715,1031055.625,-0.018
1627885870.639,-27.344,-27.832,-33.203,-28.809,1031055.625,-0.014
1627885870.642,-19.043,-29.297,-35.156,-23.926,1031055.625,-0.010
1627885870.646,-20.020,-31.250,-34.180,-23.438,1031055.625,-0.006
1627885870.650,-26.367,-25.879,-30.273,-20.508,1031055.625,-0.002
1627885870.654,-24.414,-20.508,-27.832,-23.926,1031055.625,0.002
1627885870.658,-23.926,-23.926,-27.344,-24.902,1031055.625,0.006
1627885870.659,-21.484,-26.855,-26.855,-22.949,1031055.625,0.008
1627885870.663,-28.320,-29.297,-26.367,-30.273,1031055.625,0.012
1627885870.667,-37.598,-34.668,-27.344,-35.156,1031055.625,0.015
1627885870.671,-40.527,-35.645,-26.367,-39.062,1031055.625,0.019
1627885870.675,-36.621,-32.227,-28.809,-36.133,1031055.625,0.023
1627885870.679,-35.156,-30.762,-27.832,-34.180,1031055.625,0.027
1627885870.683,-47.363,-30.273,-25.391,-40.527,1031055.625,0.031
1627885870.686,-49.805,-30.273,-28.809,-45.410,1031055.688,-0.028
1627885870.690,-39.062,-30.273,-27.832,-39.551,1031055.688,-0.024
1627885870.694,-37.109,-31.250,-27.832,-36.133,1031055.688,-0.020
1627885870.698,-44.434,-28.809,-29.297,-36.133,1031055.688,-0.016
1627885870.702,-37.598,-23.438,-21.973,-32.227,1031055.688,-0.012
1627885870.705,-24.902,-26.855,-21.973,-35.156,1031055.688,-0.010
1627885870.709,-19.043,-28.809,-29.785,-33.691,1031055.688,-0.006
1627885870.713,-29.297,-29.785,-33.203,-33.203,1031055.688,-0.002
1627885870.717,-37.598,-35.645,-31.250,-35.156,1031055.688,0.001
1627885870.721,-27.344,-34.180,-28.320,-24.902,1031055.688,0.005
1627885870.725,-21.973,-32.715,-27.344,-19.043,1031055.688,0.009
1627885870.729,-25.391,-34.668,-21.484,-17.090,1031055.688,0.013
1627885870.732,-37.109,-33.203,-20.020,-22.949,1031055.688,0.017
1627885870.736,-38.086,-29.297,-24.414,-35.645,1031055.688,0.021
1627885870.740,-34.180,-32.227,-28.809,-43.457,1031055.688,0.025
1627885870.744,-37.109,-33.203,-34.668,-43.457,1031055.688,0.029
1627885870.748,-38.086,-28.320,-33.203,-42.969,1031055.750,-0.030
1627885870.750,-38.574,-27.344,-31.250,-40.527,1031055.750,-0.028
1627885870.754,-32.715,-28.809,-32.715,-35.645,1031055.750,-0.024
1627885870.758,-29.785,-32.715,-32.715,-30.762,1031055.750,-0.020
1627885870.762,-37.598,-35.156,-31.250,-38.086,1031055.750,-0.016
1627885870.766,-45.898,-36.621,-32.715,-46.875,1031055.750,-0.012
1627885870.770,-46.387,-32.227,-28.809,-41.016,1031055.750,-0.008
1627885870.774,-39.551,-27.832,-23.926,-34.180,1031055.750,-0.004
1627885870.777,-40.039,-26.855,-27.832,-29.785,1031055.750,-0.000
1627885870.781,-45.410,-24.902,-27.832,-32.715,1031055.750,0.003
1627885870.785,-43.945,-24.414,-25.879,-36.133,1031055.750,0.007
1627885870.789,-33.203,-20.020,-28.320,-32.715,1031055.750,0.011
1627885870.793,-30.273,-17.578,-30.273,-33.691,1031055.750,0.015
1627885870.795,-37.109,-22.949,-27.832,-35.645,1031055.812,-0.017
1627885870.799,-31.250,-23.438,-23.926,-30.762,1031055.812,-0.013
1627885870.803,-21.973,-24.414,-26.367,-30.762,1031055.812,-0.009
1627885870.807,-28.320,-31.738,-32.715,-32.715,1031055.812,-0.005
1627885870.811,-31.250,-32.715,-33.203,-32.227,1031055.812,-0.001
1627885870.815,-23.438,-25.879,-28.809,-26.367,1031055.812,0.003
1627885870.819,-20.020,-22.949,-27.344,-25.391,1031055.812,0.007
1627885870.822,-20.996,-25.391,-27.344,-23.438,1031055.812,0.011
1627885870.826,-29.785,-25.879,-25.391,-28.320,1031055.812,0.015
1627885870.830,-42.480,-25.879,-28.320,-38.574,1031055.812,0.018
1627885870.834,-39.062,-24.902,-28.320,-32.715,1031055.812,0.022
1627885870.838,-31.250,-22.949,-25.391,-27.832,1031055.812,0.026
1627885870.839,-37.109,-21.484,-25.879,-32.227,1031055.812,0.013
1627885870.843,-51.758,-29.297,-30.762,-41.016,1031055.812,0.017
1627885870.847,-55.176,-36.621,-32.715,-43.457,1031055.812,0.020
1627885870.851,-44.922,-31.738,-25.391,-34.668,1031055.812,0.024
1627885870.855,-42.480,-28.320,-24.414,-32.227,1031055.812,0.028
1627885870.859,-48.828,-28.320,-25.391,-40.039,1031055.875,-0.030
1627885870.863,-47.363,-28.809,-27.344,-41.016,1031055.875,-0.026
1627885870.866,-36.133,-31.738,-30.273,-34.668,1031055.875,-0.023
1627885870.870,-27.344,-31.738,-26.367,-33.203,1031055.875,-0.019
1627885870.874,-32.227,-30.762,-28.809,-29.297,1031055.875,-0.015
1627885870.878,-38.086,-34.180,-35.645,-32.227,1031055.875,-0.011
1627885870.882,-34.180,-30.762,-34.668,-34.180,1031055.875,-0.007
1627885870.885,-23.438,-27.344,-27.832,-20.508,1031055.875,-0.003
1627885870.889,-22.949,-27.832,-28.809,-19.531,1031055.875,0.001
