timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1627881855.119,10.254,-20.020,-18.066,-21.973,1027040.125,-0.020
1627881855.123,-21.484,-16.113,-14.648,-63.477,1027040.125,-0.016
1627881855.127,-60.059,-14.160,-5.859,-92.773,1027040.125,-0.012
1627881855.131,-37.598,-17.090,-4.883,-64.453,1027040.125,-0.009
1627881855.135,11.230,-15.137,-0.977,-25.879,1027040.125,-0.005
1627881855.139,5.371,-14.160,3.418,-38.574,1027040.125,-0.001
1627881855.143,-47.852,-21.973,3.418,-76.172,1027040.125,0.003
1627881855.146,-42.969,-20.508,1.465,-70.312,1027040.125,0.007
1627881855.150,12.207,-18.066,-1.953,-37.598,1027040.125,0.011
1627881855.154,22.949,-17.578,-5.859,-31.250,1027040.125,0.015
1627881855.158,-20.996,-13.672,-11.719,-81.055,1027040.125,0.019
1627881855.162,-23.438,-6.348,-20.508,-79.590,1027040.125,0.023
1627881855.164,14.160,-17.090,-14.648,-26.855,1027040.125,0.026
1627881855.168,16.602,-26.855,-1.465,-18.066,1027040.125,0.030
1627881855.172,-46.387,-21.484,-4.395,-73.730,1027040.188,-0.029
1627881855.176,-71.289,-19.531,-6.348,-92.285,1027040.188,-0.025
1627881855.180,-28.809,-27.832,-0.488,-49.805,1027040.188,-0.021
1627881855.184,8.301,-30.273,-0.488,-16.113,1027040.188,-0.017
1627881855.188,-12.207,-24.902,1.953,-36.133,1027040.188,-0.013
1627881855.191,-69.336,-31.738,1.953,-85.938,1027040.188,-0.009
1627881855.195,-62.012,-40.039,-2.930,-75.195,1027040.188,-0.005
1627881855.199,-7.324,-38.574,-10.254,-34.668,1027040.188,-0.001
1627881855.203,-5.859,-33.203,-13.184,-41.504,1027040.188,0.003
1627881855.207,-66.406,-34.668,-13.184,-85.938,1027040.188,0.006
1627881855.224,-70.801,-38.086,-16.602,-79.102,1027040.188,0.009
1627881855.228,-25.391,-38.574,-11.719,-41.504,1027040.188,0.013
1627881855.232,-16.113,-39.062,-6.348,-40.527,1027040.188,0.017
1627881855.236,-56.641,-33.203,-6.348,-77.637,1027040.188,0.021
1627881855.240,-67.383,-26.855,-7.812,-82.520,1027040.188,0.025
1627881855.244,-23.926,-34.668,-13.184,-47.852,1027040.188,0.029
1627881855.248,0.488,-37.598,-15.625,-28.809,1027040.250,-0.030
1627881855.251,-37.598,-34.180,-13.672,-63.965,1027040.250,-0.026
1627881855.255,-71.777,-34.668,-15.625,-88.867,1027040.250,-0.022
1627881855.259,-41.504,-33.691,-19.043,-54.199,1027040.250,-0.018
1627881855.263,-0.977,-33.691,-22.461,-22.461,1027040.250,-0.014
1627881855.267,-19.043,-35.156,-22.949,-46.875,1027040.250,-0.010
1627881855.269,-61.523,-30.273,-20.020,-79.102,1027040.250,-0.008
1627881855.273,-50.781,-25.391,-18.066,-59.570,1027040.250,-0.004
1627881855.277,-6.836,-28.320,-18.555,-20.996,1027040.250,-0.000
1627881855.281,-8.301,-28.809,-21.484,-31.738,1027040.250,0.003
1627881855.285,-54.199,-29.297,-23.926,-79.102,1027040.250,0.007
1627881855.289,-55.176,-29.785,-20.508,-80.078,1027040.250,0.011
1627881855.293,-10.254,-25.391,-21.484,-41.504,1027040.250,0.015
1627881855.296,9.766,-22.949,-20.508,-32.227,1027040.250,0.019
1627881855.300,-34.668,-19.043,-17.578,-65.918,1027040.250,0.023
1627881855.304,-69.336,-18.066,-14.648,-84.473,1027040.250,0.027
1627881855.308,-32.227,-19.043,-11.230,-60.059,1027040.250,0.031
1627881855.312,-3.906,-20.996,-15.137,-33.691,1027040.312,-0.028
1627881855.314,-59.082,-26.855,-21.973,-83.496,1027040.312,-0.026
1627881855.318,-104.492,-23.926,-23.438,-120.605,1027040.312,-0.022
1627881855.322,-79.590,-19.043,-16.602,-93.750,1027040.312,-0.018
1627881855.326,-52.246,-21.973,-7.812,-65.918,1027040.312,-0.014
1627881855.330,-83.496,-35.156,-5.859,-91.309,1027040.312,-0.010
1627881855.334,-125.977,-30.762,-14.648,-133.789,1027040.312,-0.006
