,TP9,AF7,AF8,TP10
0,-35.645,-27.344,-29.785,-25.879
1,-30.762,-26.855,-28.32,-22.949
2,-22.461,-21.484,-25.879,-17.578
3,-24.414,-21.973,-22.949,-22.949
4,-34.668,-25.879,-22.949,-29.297
5,-34.18,-31.25,-28.32,-30.273
6,-27.344,-23.926,-30.273,-26.855
7,-26.855,-15.137,-27.344,-28.809
8,-25.391,-19.531,-29.297,-29.297
9,-23.438,-23.926,-31.738,-20.996
10,-16.113,-24.414,-32.227,-25.879
11,-15.137,-26.855,-30.762,-25.879
12,-22.949,-28.809,-26.855,-23.926
13,-22.949,-30.273,-27.832,-30.273
14,-21.484,-28.32,-33.203,-31.25
15,-20.508,-28.809,-31.738,-28.809
16,-31.25,-33.691,-31.25,-38.086
17,-41.016,-34.18,-34.18,-41.992
18,-36.621,-31.25,-33.691,-37.109
19,-33.203,-34.668,-34.18,-41.016
20,-36.133,-35.645,-34.668,-36.621
21,-42.969,-32.715,-34.668,-38.086
22,-38.574,-32.227,-34.18,-39.551
23,-26.855,-34.668,-31.25,-29.297
24,-24.902,-35.156,-31.738,-29.297
25,-33.203,-35.645,-32.715,-33.203
26,-36.133,-33.691,-34.18,-30.762
27,-30.273,-30.273,-33.203,-25.391
28,-24.414,-27.344,-29.785,-20.02
29,-31.25,-29.785,-31.25,-29.785
30,-38.574,-31.25,-32.227,-34.18
31,-38.086,-33.691,-32.227,-26.855
32,-31.25,-34.18,-30.273,-22.461
33,-32.227,-30.273,-28.32,-27.344
34,-38.574,-30.762,-24.414,-30.762
35,-33.691,-28.32,-24.902,-32.227
36,-29.297,-23.926,-30.273,-34.18
37,-35.156,-26.855,-31.25,-32.715
38,-41.504,-32.227,-28.809,-34.18
39,-33.691,-30.273,-29.297,-27.832
40,-18.555,-29.297,-30.762,-24.414
41,-17.09,-29.785,-31.25,-28.32
42,-34.18,-31.25,-30.762,-37.109
43,-38.086,-33.691,-26.855,-37.598
44,-33.691,-30.762,-31.25,-35.645
45,-37.109,-33.203,-37.598,-41.504
46,-41.504,-36.133,-34.668,-38.086
47,-45.41,-35.645,-31.738,-34.18
48,-41.992,-35.156,-31.25,-30.273
49,-32.227,-38.574,-33.203,-26.367
50,-36.133,-34.18,-39.551,-33.203
51,-36.621,-22.949,-40.527,-34.668
52,-31.25,-19.043,-33.203,-31.25
53,-26.855,-21.973,-33.691,-33.203
54,-24.414,-26.367,-33.203,-30.273
55,-28.809,-24.902,-30.762,-23.926
56,-37.109,-22.461,-35.156,-25.391
57,-27.344,-22.461,-31.25,-23.438
58,-18.555,-24.414,-28.32,-24.902
59,-32.715,-27.832,-25.879,-32.227
60,-35.156,-24.902,-25.391,-27.832
61,-23.926,-23.926,-32.227,-20.996
62,-16.602,-24.902,-34.668,-25.391
63,-20.508,-22.461,-34.18,-32.715
64,-20.508,-22.461,-31.25,-36.621
65,-19.531,-25.879,-26.855,-33.203
66,-24.414,-29.297,-26.855,-21.484
67,-27.344,-30.273,-27.344,-22.461
68,-30.273,-28.809,-31.738,-34.668
69,-30.273,-27.344,-32.227,-30.762
70,-23.438,-27.344,-27.832,-19.531
71,-26.855,-26.855,-34.668,-25.391
72,-33.691,-29.785,-36.133,-34.668
73,-31.25,-33.203,-27.344,-30.273
74,-26.367,-30.762,-30.273,-28.32
75,-21.484,-26.367,-35.156,-26.855
76,-29.785,-26.855,-29.785,-28.809
77,-38.086,-30.762,-30.273,-32.715
78,-27.344,-27.344,-34.18,-26.367
79,-24.414,-27.344,-28.32,-24.414
80,-34.668,-29.297,-27.344,-30.762
81,-32.715,-28.809,-29.785,-33.203
82,-32.227,-32.227,-30.273,-35.156
83,-35.645,-33.203,-36.133,-35.156
84,-34.18,-29.297,-34.668,-32.227
85,-39.062,-28.809,-29.785,-33.691
86,-35.156,-24.902,-29.785,-32.227
87,-25.391,-26.367,-30.762,-26.367
88,-25.879,-25.879,-32.227,-24.902
89,-33.691,-25.391,-29.785,-28.32
90,-32.227,-24.414,-21.973,-17.09
91,-20.996,-22.949,-20.508,-8.789
92,-18.555,-30.762,-25.391,-17.09
93,-27.344,-34.668,-28.32,-20.508
94,-26.855,-34.668,-30.273,-24.414
95,-19.531,-33.203,-31.25,-25.879
96,-19.043,-30.762,-33.203,-26.855
97,-25.879,-32.227,-32.227,-28.32
98,-27.832,-29.297,-30.273,-27.832
99,-27.344,-25.391,-37.598,-31.738
100,-33.691,-28.32,-39.551,-31.25
101,-37.109,-27.344,-36.133,-32.227
102,-35.645,-25.391,-35.645,-36.621
103,-35.156,-28.32,-33.203,-39.062
104,-28.32,-27.832,-33.203,-37.109
105,-25.879,-23.926,-36.621,-33.203
106,-35.645,-27.344,-35.156,-40.039
107,-37.598,-31.738,-30.762,-40.039
108,-34.18,-30.273,-33.203,-36.133
109,-27.344,-28.809,-30.273,-38.086
110,-31.738,-27.344,-28.32,-35.645
111,-38.574,-23.438,-29.297,-32.227
112,-27.832,-26.855,-28.809,-22.949
113,-21.973,-36.621,-28.32,-18.066
114,-31.25,-34.18,-24.902,-21.484
115,-30.762,-26.855,-26.367,-20.996
116,-24.902,-23.926,-28.32,-22.461
117,-28.809,-24.902,-27.832,-24.902
118,-31.738,-25.879,-30.273,-25.879
119,-38.086,-28.32,-30.273,-34.18
120,-38.086,-27.344,-27.832,-35.645
121,-27.832,-25.391,-29.297,-28.809
122,-28.809,-31.738,-34.18,-33.203
123,-37.598,-31.738,-36.133,-36.133
124,-41.504,-27.832,-32.227,-34.668
125,-31.738,-26.855,-29.785,-32.715
126,-26.855,-24.902,-32.715,-28.809
127,-34.18,-26.367,-30.762,-33.203
128,-37.598,-29.297,-30.762,-43.945
129,-36.621,-28.809,-34.18,-44.922
130,-30.762,-26.855,-27.344,-32.227
131,-30.273,-24.414,-23.926,-32.227
132,-38.086,-25.879,-28.32,-38.086
133,-36.621,-28.809,-30.273,-33.203
134,-30.273,-26.855,-29.785,-28.32
135,-31.25,-22.949,-28.32,-27.344
136,-36.621,-24.414,-29.785,-28.809
137,-39.062,-25.391,-33.203,-34.668
138,-31.25,-26.855,-33.203,-37.598
139,-36.621,-27.832,-36.133,-34.18
140,-47.852,-30.273,-40.039,-35.645
141,-46.875,-32.227,-40.527,-38.574
142,-42.48,-30.762,-39.551,-39.062
143,-37.109,-34.18,-36.133,-37.109
144,-35.645,-28.809,-32.715,-32.715
145,-36.621,-26.367,-31.25,-30.762
146,-35.156,-29.785,-33.203,-32.227
147,-22.949,-26.367,-30.762,-29.785
148,-20.508,-25.879,-26.367,-25.391
149,-28.32,-22.461,-26.855,-25.391
150,-20.508,-16.602,-31.25,-28.32
151,-8.301,-21.484,-31.738,-28.32
152,-8.789,-23.438,-29.297,-29.785
153,-19.531,-23.926,-31.738,-38.574
154,-11.719,-24.902,-31.738,-38.086
155,-6.836,-22.949,-30.762,-31.738
156,-22.949,-25.879,-32.227,-28.809
157,-33.691,-24.414,-30.273,-24.902
158,-38.086,-23.926,-29.785,-32.715
159,-31.738,-25.879,-33.203,-33.203
160,-19.043,-23.438,-30.273,-28.32
161,-24.414,-26.855,-27.832,-31.738
162,-36.621,-28.32,-29.785,-31.738
163,-35.156,-27.344,-27.832,-30.762
164,-27.344,-28.809,-29.785,-28.809
165,-32.227,-28.32,-34.668,-31.25
166,-41.504,-26.367,-35.645,-38.574
167,-40.527,-25.391,-34.18,-37.598
168,-29.785,-22.461,-29.785,-27.832
169,-23.438,-20.508,-28.32,-21.484
170,-33.203,-22.461,-27.344,-22.461
171,-42.969,-28.32,-30.273,-27.344
172,-37.109,-31.25,-29.297,-27.344
173,-28.809,-29.297,-25.879,-21.973
174,-40.527,-29.297,-27.344,-23.438
175,-48.34,-30.273,-31.738,-32.227
176,-40.039,-33.691,-34.668,-35.645
177,-30.762,-31.738,-29.785,-24.902
178,-31.738,-27.832,-24.414,-28.809
179,-37.598,-27.832,-24.414,-34.18
180,-40.039,-29.785,-25.391,-28.809
181,-34.18,-32.227,-27.344,-26.855
182,-28.809,-26.367,-26.367,-27.344
183,-39.062,-28.809,-26.367,-36.621
184,-38.086,-37.109,-27.832,-35.156
185,-24.902,-33.691,-27.344,-28.809
186,-25.879,-25.879,-29.297,-27.832
187,-36.621,-27.344,-27.832,-26.855
188,-40.527,-27.344,-24.902,-25.879
189,-34.18,-23.438,-27.832,-23.438
190,-24.902,-25.879,-34.18,-21.484
191,-25.879,-27.832,-32.227,-28.32
192,-30.762,-28.32,-26.367,-28.32
193,-24.414,-24.902,-29.785,-24.902
194,-17.09,-27.832,-35.645,-27.344
195,-17.578,-29.785,-30.762,-32.715
196,-21.973,-28.32,-26.855,-32.227
197,-18.555,-28.32,-27.344,-31.25
198,-19.043,-27.344,-24.902,-29.785
199,-20.02,-27.344,-29.297,-27.344
200,-22.949,-30.273,-28.32,-30.762
201,-28.809,-33.203,-24.902,-29.785
202,-19.531,-31.25,-24.414,-23.926
203,-18.066,-30.762,-23.926,-22.949
204,-31.738,-30.273,-24.902,-23.926
205,-35.156,-23.926,-23.438,-28.32
206,-25.391,-23.926,-22.461,-31.25
207,-20.996,-30.273,-23.438,-29.297
208,-31.25,-33.203,-24.902,-33.691
209,-41.504,-35.645,-27.344,-34.668
210,-35.156,-36.133,-29.785,-28.809
211,-22.461,-30.762,-28.809,-28.809
212,-25.879,-27.344,-26.367,-32.227
213,-30.762,-26.367,-28.809,-39.062
