,TP9,AF7,AF8,TP10
0,-133.789,-120.117,-17.09,-141.602
1,13.184,-3.906,43.457,27.832
2,44.922,46.875,16.602,57.617
3,-10.742,16.113,48.828,-2.441
4,-19.531,3.418,90.332,-8.301
5,-37.598,-7.812,110.352,-27.344
6,-55.176,-10.254,138.672,-37.598
7,-97.168,-41.016,158.203,-84.473
8,-50.781,-9.277,200.684,-33.691
9,-5.859,29.785,184.57,16.602
10,-33.203,6.836,159.18,-33.691
11,-38.574,-9.766,175.293,-39.551
12,-47.852,-22.461,176.27,-38.574
13,-88.867,-36.133,181.641,-81.055
14,-83.984,-22.461,180.176,-79.102
15,-24.414,19.531,130.859,-6.836
16,-20.02,18.555,112.305,-2.441
17,-37.109,8.301,117.188,-30.762
18,-39.551,23.438,104.98,-30.762
19,-49.805,18.555,85.449,-21.484
20,-55.176,8.789,60.547,-25.391
21,-78.613,-3.418,47.363,-55.176
22,-42.969,32.715,31.25,-18.066
23,-4.883,70.801,-9.277,19.043
24,-35.156,51.27,-41.504,-10.742
25,-37.109,42.969,-41.504,-19.043
26,-33.691,46.387,-50.781,-22.949
27,-77.148,17.578,-64.453,-62.5
28,-91.797,-1.465,-47.363,-70.312
29,-22.949,42.48,-64.941,-4.395
30,-1.465,56.152,-92.773,2.441
31,-35.156,39.062,-83.496,-35.156
32,-60.547,30.762,-72.754,-56.641
33,-69.824,11.23,-52.734,-69.824
34,-42.48,16.602,-19.043,-43.457
35,-40.039,24.902,12.695,-28.32
36,-51.27,16.113,40.039,-40.527
37,-56.641,3.418,62.988,-52.246
38,-72.266,-26.367,77.637,-79.102
39,-62.012,-31.25,74.707,-67.383
40,-51.758,-2.93,62.5,-42.48
41,-89.844,-13.672,63.477,-76.66
42,-87.402,-17.578,70.801,-73.242
43,-15.625,25.879,24.902,1.465
44,-16.113,21.973,-4.395,14.648
45,-57.129,2.441,32.227,-16.113
46,-48.34,6.348,62.988,-19.531
47,-52.246,-10.254,60.547,-44.434
48,-81.543,-28.809,68.359,-78.613
49,-65.43,-9.766,91.797,-40.039
50,-38.086,2.441,93.262,-20.996
51,-20.996,15.137,82.031,-21.973
52,-49.805,2.93,57.129,-29.297
53,-71.777,-18.555,34.668,-48.828
54,-47.363,-0.977,14.648,-36.621
55,-23.438,18.555,-19.043,-15.137
56,-40.039,13.672,-41.504,-22.949
57,-69.824,0.488,-68.359,-52.246
58,-23.438,16.113,-53.223,-5.859
59,6.836,31.25,-63.965,24.414
60,-18.066,25.391,-85.449,-6.836
61,-34.668,19.043,-78.613,-17.09
62,-75.195,-5.859,-92.285,-57.129
63,-61.523,8.789,-109.375,-34.18
64,-3.418,50.781,-94.727,31.25
65,-9.277,43.457,-105.957,19.531
66,-35.645,19.043,-122.559,-3.906
67,-31.738,17.578,-109.375,-3.418
68,-51.758,3.418,-116.699,-30.273
69,-94.238,-29.297,-105.957,-74.219
70,-28.32,11.719,-73.73,-0.488
71,14.16,44.922,-110.84,32.227
72,-15.137,24.414,-110.352,-3.418
73,-36.621,10.742,-77.148,-8.789
74,-65.918,-6.836,-83.008,-38.574
75,-34.668,3.906,-69.824,-21.484
76,-40.527,-0.977,-83.984,-38.086
77,-132.812,-71.289,-63.477,-119.141
78,-38.574,-8.789,-11.23,-1.953
79,23.926,43.945,-79.102,59.082
80,-23.926,-2.441,-88.867,-9.766
81,-35.645,-22.461,-48.34,-28.32
82,-56.152,-36.133,-45.41,-43.945
83,-60.547,-65.918,-43.945,-60.059
84,-54.199,-50.293,-34.668,-56.152
85,-59.082,-28.32,-46.875,-62.5
86,-47.852,-26.367,-39.551,-49.805
87,-34.18,-25.391,-31.738,-23.438
88,-34.18,-33.203,-51.27,-29.297
89,-56.152,-54.688,-65.918,-58.105
90,-54.688,-54.688,-50.781,-43.945
91,-46.387,-44.434,-46.875,-27.832
92,-44.922,-41.992,-62.012,-31.738
93,-2.441,-20.02,-75.684,4.883
94,-20.02,-31.738,-86.914,-19.531
95,-40.527,-39.551,-62.5,-44.434
96,-36.133,-42.969,-57.617,-50.293
97,-64.941,-63.477,-64.941,-84.961
98,-39.062,-36.133,-34.18,-49.805
99,-7.812,-17.578,-20.02,-16.602
100,-22.949,-33.203,-39.551,-36.621
101,-37.598,-46.875,-45.41,-55.176
102,-47.852,-55.176,-32.715,-61.035
103,-25.879,-33.691,-28.32,-39.551
104,-24.414,-33.691,-24.902,-45.898
105,-64.941,-63.965,-4.395,-86.914
106,-9.277,-16.113,6.348,-20.996
107,14.16,2.93,-33.691,9.277
108,-18.555,-30.273,-30.273,-23.438
109,-24.902,-46.387,0.977,-33.203
110,-39.551,-58.594,8.301,-48.34
111,-46.387,-47.363,24.902,-44.434
