timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1627883890.526,-36.621,-31.738,-31.250,-37.598,1029075.500,-0.002
1627883890.530,-31.250,-30.762,-30.273,-30.762,1029075.500,0.002
1627883890.534,-21.973,-25.879,-25.391,-20.508,1029075.500,0.006
1627883890.538,-21.973,-27.344,-26.855,-17.578,1029075.500,0.010
1627883890.542,-31.738,-29.785,-32.715,-25.879,1029075.500,0.014
1627883890.546,-37.109,-30.762,-40.039,-34.180,1029075.500,0.018
1627883890.550,-33.203,-34.668,-41.016,-24.902,1029075.500,0.021
1627883890.553,-27.832,-31.250,-36.621,-13.672,1029075.500,0.025
1627883890.557,-39.062,-31.738,-36.133,-22.949,1029075.500,0.029
1627883890.561,-41.992,-26.367,-35.645,-31.738,1029075.562,-0.029
1627883890.565,-24.902,-25.879,-30.762,-29.785,1029075.562,-0.025
1627883890.569,-21.484,-25.879,-31.738,-27.344,1029075.562,-0.021
1627883890.570,-30.762,-17.578,-36.621,-29.785,1029075.562,-0.019
1627883890.574,-30.762,-18.555,-32.227,-35.156,1029075.562,-0.015
1627883890.578,-20.020,-18.066,-28.320,-33.691,1029075.562,-0.011
1627883890.582,-17.090,-19.531,-35.645,-32.715,1029075.562,-0.007
1627883890.586,-20.996,-22.949,-36.621,-32.227,1029075.562,-0.003
1627883890.590,-31.250,-25.879,-35.156,-44.922,1029075.562,0.001
1627883890.594,-22.461,-25.879,-34.668,-45.410,1029075.562,0.004
1627883890.597,-11.230,-25.391,-37.598,-40.527,1029075.562,0.008
1627883890.601,-22.949,-27.832,-41.504,-39.551,1029075.562,0.012
1627883890.605,-36.133,-26.367,-36.133,-38.086,1029075.562,0.016
1627883890.609,-34.668,-29.297,-33.203,-38.574,1029075.562,0.020
1627883890.613,-32.227,-31.738,-33.203,-32.227,1029075.562,0.024
1627883890.616,-36.621,-26.855,-31.738,-27.832,1029075.625,-0.022
1627883890.620,-38.574,-25.879,-30.273,-32.715,1029075.625,-0.018
1627883890.624,-41.016,-26.367,-28.320,-42.969,1029075.625,-0.014
1627883890.628,-41.992,-26.855,-31.250,-40.039,1029075.625,-0.010
1627883890.632,-39.551,-30.273,-32.227,-32.227,1029075.625,-0.007
1627883890.636,-42.969,-32.715,-29.785,-32.227,1029075.625,-0.003
1627883890.640,-45.898,-32.715,-30.273,-33.203,1029075.625,0.001
1627883890.643,-39.551,-31.738,-31.250,-34.668,1029075.625,0.005
1627883890.647,-36.133,-33.203,-33.691,-35.645,1029075.625,0.009
1627883890.651,-40.527,-28.320,-34.180,-32.227,1029075.625,0.013
1627883890.655,-41.016,-25.879,-34.668,-36.621,1029075.625,0.017
1627883890.659,-36.621,-28.320,-34.668,-36.621,1029075.625,0.021
1627883890.675,-33.203,-24.902,-37.598,-34.180,1029075.625,0.023
1627883890.679,-32.715,-27.832,-35.156,-30.273,1029075.625,0.027
1627883890.683,-40.039,-27.832,-32.715,-30.762,1029075.625,0.031
1627883890.687,-46.387,-25.879,-33.203,-34.668,1029075.688,-0.027
1627883890.691,-38.086,-30.762,-34.180,-33.691,1029075.688,-0.024
1627883890.695,-33.691,-28.809,-37.109,-34.668,1029075.688,-0.020
1627883890.699,-42.969,-23.926,-35.156,-37.109,1029075.688,-0.016
1627883890.702,-47.363,-24.414,-31.738,-30.762,1029075.688,-0.012
1627883890.706,-36.621,-24.414,-33.691,-25.879,1029075.688,-0.008
1627883890.710,-29.785,-24.902,-32.715,-22.461,1029075.688,-0.004
1627883890.714,-40.527,-26.855,-31.738,-24.414,1029075.688,-0.000
1627883890.718,-49.805,-26.367,-31.738,-29.297,1029075.688,0.004
1627883890.721,-41.992,-27.344,-28.809,-29.785,1029075.688,0.006
1627883890.725,-34.668,-26.855,-30.762,-34.180,1029075.688,0.010
1627883890.729,-37.109,-25.391,-31.250,-35.156,1029075.688,0.014
1627883890.733,-42.969,-28.320,-30.762,-43.457,1029075.688,0.017
1627883890.737,-36.133,-26.855,-30.762,-41.016,1029075.688,0.021
1627883890.741,-20.996,-22.949,-24.902,-29.785,1029075.688,0.025
1627883890.745,-21.973,-24.414,-24.902,-30.273,1029075.688,0.029
