timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1627843993.234,-26.367,-31.250,-32.715,-34.668,989178.188,0.019
1627843993.238,-30.273,-33.691,-33.691,-33.691,989178.188,0.023
1627843993.242,-29.297,-32.227,-29.785,-28.809,989178.188,0.027
1627843993.246,-27.832,-29.785,-26.855,-27.344,989178.188,0.031
1627843993.250,-26.855,-32.715,-27.832,-23.926,989178.250,-0.027
1627843993.254,-28.320,-32.715,-27.344,-19.043,989178.250,-0.024
1627843993.258,-29.785,-29.297,-29.785,-18.555,989178.250,-0.020
1627843993.261,-21.973,-23.438,-28.320,-17.090,989178.250,-0.016
1627843993.265,-23.926,-25.391,-27.344,-14.648,989178.250,-0.012
1627843993.269,-36.133,-31.250,-33.203,-23.926,989178.250,-0.008
1627843993.273,-32.227,-28.809,-31.738,-26.855,989178.250,-0.004
1627843993.277,-27.344,-30.273,-30.273,-25.879,989178.250,-0.000
1627843993.278,-28.809,-31.738,-32.715,-26.855,989178.250,0.002
1627843993.282,-27.344,-28.809,-28.320,-25.879,989178.250,0.006
1627843993.286,-30.762,-27.344,-26.855,-31.250,989178.250,0.010
1627843993.290,-34.668,-28.809,-27.832,-35.645,989178.250,0.013
1627843993.294,-39.062,-30.762,-28.320,-39.551,989178.250,0.017
1627843993.298,-41.504,-30.273,-31.250,-43.457,989178.250,0.021
1627843993.302,-39.062,-25.879,-30.273,-43.945,989178.250,0.025
1627843993.305,-37.598,-29.297,-25.879,-43.945,989178.250,0.029
1627843993.309,-38.574,-38.574,-25.391,-38.086,989178.312,-0.030
1627843993.313,-36.621,-36.621,-29.297,-30.273,989178.312,-0.026
1627843993.317,-34.180,-35.156,-29.297,-25.391,989178.312,-0.022
1627843993.321,-28.320,-35.156,-26.367,-20.996,989178.312,-0.018
1627843993.323,-30.762,-32.227,-22.461,-20.996,989178.312,-0.016
1627843993.327,-31.250,-31.738,-24.414,-27.832,989178.312,-0.012
1627843993.331,-24.414,-35.156,-27.344,-25.879,989178.312,-0.008
1627843993.335,-22.461,-35.645,-22.461,-21.484,989178.312,-0.004
1627843993.339,-24.414,-33.203,-20.020,-25.879,989178.312,0.000
1627843993.343,-29.785,-30.273,-20.996,-31.738,989178.312,0.004
1627843993.347,-36.133,-30.273,-20.996,-32.715,989178.312,0.008
1627843993.350,-36.621,-32.227,-24.902,-27.832,989178.312,0.012
1627843993.354,-35.645,-33.203,-24.902,-31.250,989178.312,0.016
1627843993.358,-38.574,-33.691,-24.414,-30.762,989178.312,0.020
1627843993.362,-41.504,-33.203,-24.902,-25.391,989178.312,0.024
1627843993.366,-39.551,-30.273,-22.461,-26.367,989178.312,0.027
1627843993.368,-31.250,-29.297,-25.391,-25.391,989178.312,0.030
1627843993.372,-31.250,-29.785,-27.344,-33.203,989178.375,-0.029
1627843993.376,-34.180,-24.414,-22.949,-37.598,989178.375,-0.025
1627843993.380,-28.809,-20.996,-24.902,-37.109,989178.375,-0.021
1627843993.384,-26.855,-20.996,-29.297,-41.016,989178.375,-0.017
1627843993.388,-32.715,-20.996,-29.297,-50.293,989178.375,-0.013
1627843993.392,-38.574,-24.902,-29.297,-48.340,989178.375,-0.010
1627843993.395,-42.969,-24.902,-31.250,-39.551,989178.375,-0.006
1627843993.399,-43.945,-28.809,-31.250,-44.922,989178.375,-0.002
1627843993.403,-43.945,-38.086,-31.250,-44.434,989178.375,0.002
1627843993.407,-43.945,-36.621,-29.785,-40.527,989178.375,0.006
1627843993.411,-39.062,-33.203,-26.855,-32.227,989178.375,0.010
1627843993.413,-38.574,-35.645,-24.414,-26.855,989178.375,0.026
1627843993.417,-33.691,-32.715,-23.438,-22.949,989178.375,0.030
1627843993.421,-26.855,-30.762,-22.461,-18.555,989178.438,-0.029
1627843993.425,-25.391,-29.785,-18.555,-16.113,989178.438,-0.025
1627843993.429,-24.902,-32.715,-22.949,-19.043,989178.438,-0.021
1627843993.433,-22.949,-34.668,-28.320,-20.996,989178.438,-0.017
1627843993.437,-27.344,-33.203,-29.297,-19.043,989178.438,-0.013
1627843993.440,-27.832,-31.738,-29.297,-18.066,989178.438,-0.009
1627843993.444,-26.367,-32.715,-29.785,-23.926,989178.438,-0.005
1627843993.448,-28.809,-34.668,-29.297,-30.762,989178.438,-0.002
1627843993.452,-21.973,-31.738,-28.320,-28.320,989178.438,0.002
1627843993.456,-15.625,-28.320,-26.855,-28.320,989178.438,0.006
1627843993.458,-20.508,-30.762,-30.273,-40.039,989178.438,0.009
1627843993.462,-27.344,-34.180,-32.715,-45.898,989178.438,0.013
1627843993.466,-21.484,-29.297,-31.250,-45.410,989178.438,0.017
1627843993.470,-19.043,-26.367,-32.227,-41.504,989178.438,0.021
1627843993.474,-20.508,-21.973,-31.738,-29.297,989178.438,0.025
1627843993.478,-16.602,-22.461,-25.391,-25.879,989178.438,0.029
1627843993.482,-18.066,-25.391,-25.879,-35.645,989178.500,-0.030
1627843993.485,-18.555,-26.367,-25.879,-33.691,989178.500,-0.026
1627843993.489,-21.484,-30.762,-20.996,-20.996,989178.500,-0.022
1627843993.493,-15.137,-27.832,-21.973,-14.160,989178.500,-0.018
1627843993.497,-7.324,-23.926,-18.066,-15.625,989178.500,-0.014
1627843993.501,-11.719,-29.785,-17.578,-20.996,989178.500,-0.011
1627843993.519,-18.066,-32.715,-21.484,-24.414,989178.500,-0.008
1627843993.523,-20.996,-29.785,-22.461,-26.367,989178.500,-0.004
1627843993.527,-21.484,-27.832,-25.391,-24.902,989178.500,-0.000
1627843993.531,-19.043,-27.832,-24.414,-21.973,989178.500,0.004
1627843993.535,-23.926,-27.344,-24.414,-28.320,989178.500,0.008
