timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1627886135.336,-22.949,-16.602,-25.391,-22.949,1031320.312,0.011
1627886135.340,-33.203,-20.508,-25.879,-26.367,1031320.312,0.015
1627886135.344,-36.133,-22.949,-28.809,-31.250,1031320.312,0.019
1627886135.348,-33.691,-24.902,-27.344,-34.668,1031320.312,0.023
1627886135.352,-30.762,-29.297,-29.785,-23.926,1031320.312,0.027
1627886135.356,-30.762,-26.855,-32.715,-22.461,1031320.312,0.031
1627886135.360,-33.691,-19.531,-26.367,-30.273,1031320.375,-0.028
1627886135.363,-29.785,-16.602,-26.855,-34.180,1031320.375,-0.024
1627886135.367,-26.855,-19.043,-31.738,-33.691,1031320.375,-0.020
1627886135.371,-23.926,-18.066,-30.762,-24.902,1031320.375,-0.016
1627886135.375,-27.344,-18.555,-29.785,-27.344,1031320.375,-0.012
1627886135.379,-29.785,-17.578,-25.391,-26.367,1031320.375,-0.008
1627886135.396,-21.973,-21.484,-27.832,-21.973,1031320.375,-0.006
1627886135.400,-17.090,-25.391,-32.715,-22.949,1031320.375,-0.002
1627886135.404,-28.809,-23.926,-36.621,-29.297,1031320.375,0.002
1627886135.408,-28.809,-18.555,-36.133,-36.621,1031320.375,0.005
1627886135.412,-21.973,-17.578,-34.180,-29.297,1031320.375,0.009
1627886135.416,-21.484,-22.461,-34.180,-21.484,1031320.375,0.013
1627886135.420,-28.809,-24.902,-34.668,-28.809,1031320.375,0.017
1627886135.423,-38.086,-22.949,-35.156,-34.668,1031320.375,0.021
1627886135.427,-36.133,-21.484,-41.016,-38.086,1031320.375,0.025
1627886135.431,-11.719,-18.066,-42.969,-18.555,1031320.375,0.029
1627886135.435,-16.602,-27.344,-32.715,-18.066,1031320.438,-0.030
1627886135.439,-47.852,-34.180,-29.785,-43.945,1031320.438,-0.026
1627886135.441,-49.316,-29.785,-29.785,-35.645,1031320.438,-0.024
1627886135.445,-38.086,-38.086,-27.832,-30.273,1031320.438,-0.020
1627886135.449,-38.086,-38.086,-26.855,-37.598,1031320.438,-0.016
1627886135.453,-45.410,-35.156,-20.020,-30.273,1031320.438,-0.012
1627886135.457,-45.898,-37.109,-18.555,-29.297,1031320.438,-0.008
1627886135.461,-41.504,-36.133,-22.461,-29.297,1031320.438,-0.004
