timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1627882825.205,-26.855,-31.738,-29.785,-32.715,1028010.188,-0.010
1627882825.209,-31.250,-29.785,-28.320,-32.227,1028010.188,-0.006
1627882825.213,-35.156,-36.133,-35.156,-37.598,1028010.188,-0.002
1627882825.217,-27.344,-35.156,-33.691,-39.062,1028010.188,0.002
1627882825.221,-31.738,-34.180,-35.645,-41.992,1028010.188,0.006
1627882825.225,-37.598,-35.156,-39.062,-47.852,1028010.188,0.009
1627882825.229,-33.203,-31.738,-40.039,-49.805,1028010.188,0.013
1627882825.232,-30.762,-31.738,-37.109,-40.527,1028010.188,0.017
1627882825.236,-23.926,-31.738,-35.156,-33.691,1028010.188,0.021
1627882825.240,-23.438,-30.273,-41.016,-43.945,1028010.188,0.025
1627882825.244,-25.391,-31.250,-37.109,-50.293,1028010.188,0.029
1627882825.248,-20.020,-29.297,-32.227,-41.504,1028010.250,-0.030
1627882825.248,-20.020,-29.297,-32.227,-41.504,1028010.250,-0.030
1627882825.250,-20.508,-27.832,-30.762,-29.297,1028010.250,-0.028
1627882825.254,-37.598,-27.344,-31.250,-28.809,1028010.250,-0.024
1627882825.258,-41.992,-26.855,-31.738,-26.367,1028010.250,-0.020
1627882825.262,-36.133,-28.320,-28.320,-18.066,1028010.250,-0.016
1627882825.266,-32.715,-26.855,-29.297,-20.996,1028010.250,-0.012
1627882825.270,-29.785,-28.320,-29.785,-26.855,1028010.250,-0.008
1627882825.274,-33.691,-25.879,-29.785,-25.391,1028010.250,-0.004
1627882825.277,-33.203,-24.902,-31.738,-23.438,1028010.250,-0.000
1627882825.281,-31.250,-27.344,-35.156,-28.320,1028010.250,0.004
1627882825.285,-28.809,-26.367,-34.668,-29.297,1028010.250,0.008
1627882825.289,-41.504,-28.809,-30.762,-33.203,1028010.250,0.012
1627882825.293,-55.664,-35.645,-34.668,-36.133,1028010.250,0.015
1627882825.295,-46.875,-36.133,-38.086,-36.133,1028010.250,0.031
1627882825.299,-38.574,-33.203,-32.715,-37.109,1028010.312,-0.028
1627882825.303,-44.434,-33.203,-30.273,-40.527,1028010.312,-0.024
