timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1627612563.283,-9.277,-11.719,-42.969,-10.254,757726.875,0.001
1627612563.287,-12.695,-23.438,-42.969,-2.930,757726.875,0.005
1627612563.291,-12.695,-39.551,-44.922,-2.930,757726.875,0.009
1627612563.295,-9.277,-60.547,-44.434,-5.859,757726.875,0.013
1627612563.299,-9.277,-65.430,-46.875,-7.812,757726.875,0.017
1627612563.303,-14.160,-64.453,-51.758,-14.648,757726.875,0.021
1627612563.307,-21.484,-79.102,-59.570,-8.301,757726.875,0.025
1627612563.310,-16.113,-89.355,-62.500,-1.465,757726.875,0.028
1627612563.314,-5.371,-87.402,-51.758,-12.695,757726.938,-0.030
1627612563.318,-8.301,-98.633,-45.410,-11.719,757726.938,-0.026
1627612563.322,-16.602,-117.188,-48.828,-13.184,757726.938,-0.022
1627612563.326,-19.531,-106.934,-47.363,-24.414,757726.938,-0.018
1627612563.326,-19.531,-106.934,-47.363,-24.414,757726.938,-0.018
1627612563.328,-20.020,-84.473,-44.922,-26.367,757726.938,0.012
1627612563.332,-22.949,-74.219,-45.410,-21.973,757726.938,0.016
1627612563.336,-20.996,-65.430,-44.922,-20.020,757726.938,0.020
1627612563.340,-18.066,-66.406,-41.016,-22.949,757726.938,0.024
1627612563.344,-16.602,-77.148,-35.645,-19.043,757726.938,0.028
1627612563.348,-14.648,-76.660,-35.645,-16.602,757727.000,-0.031
1627612563.352,-13.184,-77.637,-35.645,-11.719,757727.000,-0.027
1627612563.355,-15.625,-67.383,-37.598,-10.742,757727.000,-0.023
1627612563.359,-13.184,-52.734,-39.062,-18.066,757727.000,-0.019
1627612563.363,-18.555,-62.012,-36.621,-20.508,757727.000,-0.015
1627612563.367,-30.762,-58.594,-37.598,-23.438,757727.000,-0.011
1627612563.371,-35.156,-38.574,-39.062,-29.785,757727.000,-0.007
1627612563.373,-27.344,-22.461,-41.016,-31.738,757727.000,-0.019
1627612563.377,-26.367,-22.461,-43.945,-29.785,757727.000,-0.015
1627612563.381,-30.762,-29.785,-42.969,-28.809,757727.000,-0.011
1627612563.385,-33.203,-31.738,-41.504,-30.273,757727.000,-0.007
1627612563.389,-28.809,-35.645,-37.598,-24.414,757727.000,-0.003
1627612563.393,-25.879,-41.504,-35.645,-20.996,757727.000,0.000
1627612563.397,-21.484,-40.039,-37.598,-22.461,757727.000,0.004
1627612563.400,-19.531,-36.133,-37.109,-21.484,757727.000,0.008
1627612563.404,-21.484,-41.992,-36.621,-22.461,757727.000,0.012
1627612563.408,-21.484,-31.738,-39.062,-19.043,757727.000,0.016
1627612563.412,-21.484,17.578,-40.527,-18.066,757727.000,0.020
1627612563.416,-26.855,57.129,-43.457,-32.227,757727.000,0.024
1627612563.433,-26.367,57.617,-49.316,-35.645,757727.000,0.026
1627612563.437,-15.625,44.434,-49.805,-25.391,757727.000,0.030
1627612563.441,-10.254,38.086,-46.387,-14.648,757727.062,-0.028
1627612563.445,-14.160,24.414,-41.992,-12.695,757727.062,-0.025
1627612563.449,-14.160,5.371,-42.480,-22.461,757727.062,-0.021
