timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1627699252.578,7.324,-30.762,-23.438,3.418,844430.188,-0.015
1627699252.582,14.160,-38.086,-28.809,7.812,844430.188,-0.011
1627699252.586,20.996,-32.715,-28.320,14.160,844430.188,-0.007
1627699252.590,20.020,-27.832,-28.320,18.066,844430.188,-0.003
1627699252.594,16.113,-29.297,-31.250,18.555,844430.188,0.001
1627699252.598,17.578,-26.855,-29.297,16.113,844430.188,0.005
1627699252.602,15.625,-26.855,-29.297,17.578,844430.188,0.009
1627699252.605,8.301,-25.879,-32.715,26.855,844430.188,0.013
1627699252.609,12.207,-25.391,-33.203,34.668,844430.188,0.017
1627699252.613,24.414,-19.531,-30.762,32.715,844430.188,0.021
1627699252.617,32.227,-15.625,-33.691,20.020,844430.188,0.024
1627699252.621,38.086,-20.020,-36.133,17.090,844430.188,0.028
1627699252.624,17.578,-20.020,-24.414,13.672,844430.188,0.031
1627699252.628,18.555,-21.484,-27.344,13.184,844430.250,-0.028
1627699252.632,16.602,-24.414,-28.809,5.859,844430.250,-0.024
1627699252.635,15.625,-20.996,-29.785,3.906,844430.250,-0.020
1627699252.639,4.883,-19.043,-28.320,6.836,844430.250,-0.016
1627699252.643,-9.277,-18.555,-30.273,3.418,844430.250,-0.012
1627699252.647,-4.395,-20.996,-34.668,0.000,844430.250,-0.008
1627699252.651,12.207,-20.996,-31.738,15.625,844430.250,-0.004
1627699252.653,4.395,-20.020,-29.297,13.184,844430.250,-0.002
1627699252.657,-23.438,-19.531,-29.297,-4.883,844430.250,0.002
1627699252.661,-13.184,-18.066,-28.809,-13.672,844430.250,0.006
1627699252.665,0.977,-21.484,-31.738,-16.602,844430.250,0.010
1627699252.669,-12.207,-23.438,-34.180,-15.137,844430.250,0.014
1627699252.673,-6.348,-19.531,-32.715,-14.648,844430.250,0.018
1627699252.677,-5.859,-22.949,-32.715,-10.254,844430.250,0.022
1627699252.680,3.418,-21.973,-32.715,-7.324,844430.250,0.026
1627699252.684,0.000,-18.555,-31.738,-9.766,844430.250,0.030
1627699252.688,-11.230,-22.461,-38.574,-20.020,844430.312,-0.029
1627699252.692,-10.254,-26.855,-43.945,-26.367,844430.312,-0.025
1627699252.696,-11.719,-26.855,-41.016,-23.438,844430.312,-0.021
1627699252.698,-8.789,-24.902,-41.504,-21.484,844430.312,-0.005
1627699252.702,-13.184,-26.367,-41.504,-23.926,844430.312,-0.001
1627699252.706,-21.484,-26.367,-40.039,-20.020,844430.312,0.003
1627699252.710,-16.113,-24.902,-39.551,-19.531,844430.312,0.007
1627699252.714,-9.766,-26.367,-37.598,-26.855,844430.312,0.011
1627699252.718,-16.113,-19.531,-33.691,-20.508,844430.312,0.015
1627699252.722,-16.602,-17.578,-30.273,-12.207,844430.312,0.019
1627699252.725,-8.301,-20.996,-28.809,-16.113,844430.312,0.023
1627699252.729,-6.348,-17.090,-30.273,-20.020,844430.312,0.026
1627699252.733,-10.254,-12.695,-27.344,-17.578,844430.312,0.030
1627699252.737,-31.250,-20.996,-27.344,-20.508,844430.375,-0.028
1627699252.741,-31.250,-27.344,-29.785,-20.020,844430.375,-0.024
1627699252.759,-12.695,-21.973,-25.879,-17.090,844430.375,-0.022
1627699252.763,-14.648,-20.996,-28.809,-21.484,844430.375,-0.018
1627699252.767,-24.414,-18.066,-27.832,-20.020,844430.375,-0.014
1627699252.771,-25.879,-16.602,-26.367,-19.043,844430.375,-0.010
1627699252.775,-11.719,-24.414,-33.203,-19.043,844430.375,-0.006
1627699252.779,-18.555,-26.367,-31.250,-14.648,844430.375,-0.003
1627699252.783,-28.320,-22.949,-24.902,-11.719,844430.375,0.001
1627699252.786,-26.855,-24.902,-25.391,-20.020,844430.375,0.005
1627699252.790,-23.438,-23.926,-29.785,-25.879,844430.375,0.009
1627699252.794,-19.531,-25.879,-33.691,-25.391,844430.375,0.013
1627699252.798,-19.531,-27.832,-32.715,-30.273,844430.375,0.017
1627699252.802,-23.926,-21.973,-33.203,-28.809,844430.375,0.021
1627699252.803,-21.484,-19.043,-34.668,-27.344,844430.375,0.023
1627699252.807,-18.066,-23.438,-35.156,-28.809,844430.375,0.027
1627699252.811,-19.043,-28.320,-32.715,-20.508,844430.375,0.031
1627699252.815,-23.926,-27.344,-32.715,-18.066,844430.438,-0.028
1627699252.819,-35.156,-27.832,-31.250,-26.367,844430.438,-0.024
1627699252.823,-28.809,-31.250,-29.785,-35.645,844430.438,-0.020
1627699252.827,-16.113,-26.367,-29.785,-31.738,844430.438,-0.016
1627699252.830,-27.832,-24.902,-27.832,-28.809,844430.438,-0.012
1627699252.834,-30.762,-26.367,-29.297,-33.691,844430.438,-0.008
1627699252.838,-20.508,-22.461,-25.879,-28.809,844430.438,-0.004
1627699252.842,-18.066,-20.996,-22.461,-27.344,844430.438,-0.000
1627699252.846,-28.320,-23.438,-21.973,-27.344,844430.438,0.004
1627699252.848,-37.598,-28.320,-24.414,-29.785,844430.438,0.006
1627699252.852,-30.762,-26.855,-29.785,-32.715,844430.438,0.010
1627699252.856,-19.531,-25.879,-31.738,-26.855,844430.438,0.014
1627699252.860,-25.391,-26.855,-34.180,-30.273,844430.438,0.018
1627699252.864,-34.668,-26.367,-35.156,-30.273,844430.438,0.022
