timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1627612350.627,-28.809,17.578,-45.410,-29.297,757514.250,-0.030
1627612350.631,-27.344,19.043,-42.480,-32.227,757514.250,-0.026
1627612350.635,-24.414,18.555,-45.898,-34.668,757514.250,-0.023
1627612350.639,-27.344,15.625,-46.387,-37.598,757514.250,-0.019
1627612350.643,-27.344,-1.465,-46.875,-36.621,757514.250,-0.015
1627612350.647,-28.809,-24.414,-43.457,-33.203,757514.250,-0.011
1627612350.651,-31.738,-35.645,-35.156,-38.086,757514.250,-0.007
1627612350.654,-32.715,-59.570,-40.039,-43.457,757514.250,-0.003
1627612350.658,-32.715,-70.312,-44.434,-37.598,757514.250,0.001
1627612350.662,-41.992,-63.965,-35.156,-41.504,757514.250,0.005
1627612350.666,-44.434,-70.312,-39.551,-45.410,757514.250,0.009
1627612350.670,-34.180,-73.242,-40.527,-37.109,757514.250,0.013
1627612350.671,-33.691,-68.359,-33.691,-32.227,757514.250,0.015
1627612350.675,-28.809,-56.641,-31.738,-28.809,757514.250,0.019
1627612350.679,-17.090,-50.781,-27.344,-20.996,757514.250,0.022
1627612350.683,-16.602,-47.852,-26.367,-17.578,757514.250,0.026
1627612350.687,-21.484,-59.570,-31.250,-23.438,757514.250,0.030
1627612350.691,-20.020,-68.359,-30.273,-23.926,757514.312,-0.028
1627612350.695,-19.531,-63.477,-29.297,-24.902,757514.312,-0.024
1627612350.698,-25.391,-58.594,-35.645,-24.414,757514.312,-0.021
1627612350.702,-30.273,-52.734,-35.156,-19.531,757514.312,-0.017
1627612350.706,-36.133,-46.875,-33.691,-23.438,757514.312,-0.013
1627612350.710,-34.180,-38.574,-39.062,-26.855,757514.312,-0.009
1627612350.714,-27.832,-30.762,-45.410,-25.391,757514.312,-0.005
1627612350.717,-31.250,-28.809,-50.293,-24.414,757514.312,-0.003
1627612350.721,-37.598,-34.668,-50.293,-26.367,757514.312,0.001
1627612350.725,-36.133,-43.457,-53.711,-28.320,757514.312,0.005
1627612350.729,-28.320,-43.457,-48.828,-31.738,757514.312,0.009
