timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1627768385.658,-34.668,-23.438,-38.086,-41.504,913566.812,0.030
1627768385.662,-36.133,-28.320,-32.227,-34.668,913566.875,-0.029
1627768385.666,-45.410,-20.996,-35.645,-35.645,913566.875,-0.025
1627768385.670,-56.152,-19.531,-42.480,-55.176,913566.875,-0.021
1627768385.674,-38.574,-13.184,-42.480,-49.805,913566.875,-0.017
1627768385.678,-36.621,-10.254,-33.691,-42.969,913566.875,-0.013
1627768385.682,-41.992,-20.996,-30.762,-41.992,913566.875,-0.009
1627768385.685,-41.504,-19.043,-32.715,-45.410,913566.875,-0.005
1627768385.689,-41.992,-13.672,-35.156,-58.105,913566.875,-0.001
1627768385.693,-25.391,-21.973,-31.738,-42.969,913566.875,0.003
1627768385.697,-31.250,-25.879,-28.809,-32.227,913566.875,0.007
1627768385.701,-51.758,-26.367,-35.156,-40.527,913566.875,0.010
1627768385.703,-37.109,-25.879,-33.203,-30.762,913566.875,0.013
1627768385.707,-32.227,-20.020,-37.598,-38.086,913566.875,0.016
1627768385.711,-56.641,-21.484,-45.410,-54.199,913566.875,0.020
1627768385.715,-47.363,-21.484,-37.109,-34.668,913566.875,0.024
1627768385.719,-26.367,-19.043,-39.062,-25.879,913566.875,0.028
1627768385.723,-10.742,-18.066,-47.852,-26.855,913566.938,-0.030
1627768385.727,-9.766,-12.207,-59.570,-18.066,913566.938,-0.027
1627768385.730,-27.344,-12.695,-60.059,-17.090,913566.938,-0.023
1627768385.734,-29.785,-21.973,-48.828,-21.973,913566.938,-0.019
1627768385.738,-28.809,-20.996,-46.875,-33.691,913566.938,-0.015
1627768385.742,-24.414,-7.812,-55.176,-41.992,913566.938,-0.011
1627768385.746,-24.902,-0.977,-62.500,-48.828,913566.938,-0.007
1627768385.748,-37.598,-19.531,-46.875,-58.594,913566.938,0.010
1627768385.752,-41.504,-33.691,-27.832,-50.781,913566.938,0.013
1627768385.756,-37.598,-29.785,-20.020,-40.039,913566.938,0.017
1627768385.760,-41.016,-29.297,-16.602,-43.945,913566.938,0.021
1627768385.764,-64.941,-31.738,-28.320,-69.824,913566.938,0.025
1627768385.768,-67.383,-9.766,-38.086,-79.102,913566.938,0.029
