timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1627612435.617,-43.945,-33.203,-37.598,-31.738,757599.188,0.023
1627612435.621,-45.898,-34.180,-38.086,-35.156,757599.188,0.027
1627612435.625,-45.898,-32.715,-38.086,-33.691,757599.188,0.031
1627612435.629,-46.387,-23.438,-35.156,-30.762,757599.250,-0.028
1627612435.633,-46.387,-20.996,-34.180,-36.133,757599.250,-0.024
1627612435.637,-37.598,-19.531,-34.668,-33.203,757599.250,-0.020
1627612435.641,-28.320,-26.367,-35.645,-29.297,757599.250,-0.016
1627612435.644,-28.320,-31.738,-38.574,-35.645,757599.250,-0.012
1627612435.648,-35.645,-30.273,-45.410,-29.785,757599.250,-0.008
1627612435.652,-28.320,-29.785,-43.457,-28.809,757599.250,-0.004
1627612435.656,-19.043,-30.762,-35.156,-34.668,757599.250,-0.000
1627612435.660,-26.367,-43.457,-38.574,-28.809,757599.250,0.004
1627612435.662,-33.203,-46.387,-40.039,-20.020,757599.250,0.018
1627612435.666,-37.109,-38.574,-36.621,-19.043,757599.250,0.022
1627612435.670,-30.273,-48.340,-39.062,-16.113,757599.250,0.026
1627612435.674,-26.367,-60.547,-38.086,-11.719,757599.250,0.030
1627612435.678,-29.297,-59.570,-34.668,-6.348,757599.312,-0.028
1627612435.682,-30.762,-62.988,-41.504,-11.719,757599.312,-0.025
1627612435.686,-23.926,-66.895,-37.109,-22.461,757599.312,-0.021
1627612435.689,-19.531,-73.242,-28.809,-23.926,757599.312,-0.017
1627612435.693,-23.438,-73.730,-31.738,-22.949,757599.312,-0.013
1627612435.697,-23.438,-73.242,-34.180,-35.156,757599.312,-0.009
1627612435.701,-15.625,-88.379,-34.180,-42.480,757599.312,-0.005
1627612435.705,-12.207,-88.379,-37.598,-43.945,757599.312,-0.001
1627612435.707,-16.602,-74.219,-48.340,-38.574,757599.312,-0.012
1627612435.711,-28.320,-61.035,-48.340,-36.133,757599.312,-0.008
1627612435.715,-32.227,-55.176,-37.109,-39.062,757599.312,-0.005
1627612435.719,-29.785,-58.105,-37.109,-29.785,757599.312,-0.001
1627612435.723,-29.297,-57.617,-42.969,-27.344,757599.312,0.003
1627612435.727,-28.320,-50.781,-44.922,-33.203,757599.312,0.007
1627612435.731,-28.809,-44.434,-46.387,-29.297,757599.312,0.011
1627612435.734,-26.367,-44.434,-49.316,-21.484,757599.312,0.015
1627612435.738,-22.949,-37.109,-42.480,-20.996,757599.312,0.019
1627612435.742,-17.090,-31.250,-39.551,-23.926,757599.312,0.023
1627612435.746,-18.555,-35.156,-47.852,-19.043,757599.312,0.027
1627612435.750,-20.508,-40.527,-46.387,-15.625,757599.312,0.031
1627612435.767,-11.230,-37.109,-38.086,-23.926,757599.375,-0.015
1627612435.771,-14.160,-37.598,-41.504,-24.414,757599.375,-0.011
1627612435.775,-27.832,-53.223,-44.434,-17.578,757599.375,-0.007
1627612435.779,-26.367,-53.711,-43.457,-27.832,757599.375,-0.003
1627612435.783,-24.902,-51.758,-47.363,-34.180,757599.375,0.001
1627612435.787,-28.809,-69.336,-49.805,-31.738,757599.375,0.005
1627612435.791,-37.109,-88.867,-51.758,-37.598,757599.375,0.009
1627612435.794,-43.457,-90.820,-52.734,-43.945,757599.375,0.013
1627612435.798,-37.598,-75.195,-49.805,-40.527,757599.375,0.017
1627612435.802,-39.551,-80.566,-50.293,-41.504,757599.375,0.020
1627612435.806,-46.875,-89.844,-55.664,-47.852,757599.375,0.024
1627612435.810,-47.852,-79.102,-57.617,-47.852,757599.375,0.028
1627612435.812,-44.922,-73.730,-54.199,-45.410,757599.375,0.031
1627612435.816,-32.715,-72.754,-54.199,-37.598,757599.438,-0.027
1627612435.820,-35.645,-60.059,-61.523,-41.504,757599.438,-0.023
1627612435.824,-39.551,-45.898,-57.617,-40.527,757599.438,-0.020
1627612435.828,-26.367,-46.875,-47.363,-32.715,757599.438,-0.016
1627612435.832,-27.344,-52.246,-48.340,-30.762,757599.438,-0.012
1627612435.836,-31.250,-38.574,-50.293,-23.438,757599.438,-0.008
1627612435.839,-22.461,-22.461,-45.410,-10.742,757599.438,-0.004
1627612435.843,-17.578,-13.672,-40.527,-15.137,757599.438,-0.000
1627612435.847,-20.020,-8.789,-37.598,-23.926,757599.438,0.004
1627612435.851,-23.926,-15.625,-38.086,-15.625,757599.438,0.008
1627612435.855,-28.809,-9.277,-36.133,-19.531,757599.438,0.012
