timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
1627612495.558,-10.254,21.484,-31.738,-21.973,757659.125,0.026
1627612495.562,-7.324,25.879,-33.203,-19.531,757659.125,0.030
1627612495.566,-19.043,24.414,-31.738,-19.043,757659.188,-0.029
1627612495.570,-17.578,15.625,-30.273,-16.113,757659.188,-0.025
1627612495.574,-13.184,-0.488,-23.438,-7.324,757659.188,-0.021
1627612495.578,-11.230,-5.859,-18.555,-11.719,757659.188,-0.017
1627612495.582,-17.090,0.977,-20.508,-10.254,757659.188,-0.013
1627612495.585,-19.531,-1.465,-22.461,1.953,757659.188,-0.010
1627612495.589,-22.949,0.488,-22.461,-10.254,757659.188,-0.006
1627612495.593,-33.203,-4.883,-30.762,-29.297,757659.188,-0.002
1627612495.597,-31.250,-12.695,-38.086,-30.273,757659.188,0.002
1627612495.601,-32.227,-14.160,-34.668,-29.785,757659.188,0.006
1627612495.603,-35.156,-8.789,-32.715,-39.062,757659.188,0.008
1627612495.607,-29.785,-4.883,-30.273,-35.156,757659.188,0.012
1627612495.611,-37.109,-9.277,-35.645,-32.715,757659.188,0.016
1627612495.615,-44.922,-12.695,-41.504,-37.598,757659.188,0.020
1627612495.619,-30.273,-12.695,-41.504,-28.320,757659.188,0.024
1627612495.623,-20.020,-11.719,-41.992,-26.855,757659.188,0.028
1627612495.627,-20.508,-17.090,-41.992,-18.066,757659.250,-0.031
1627612495.630,-26.367,-29.297,-41.016,-12.207,757659.250,-0.027
1627612495.634,-28.320,-41.992,-33.691,-23.438,757659.250,-0.023
1627612495.638,-21.973,-55.176,-31.738,-24.902,757659.250,-0.019
1627612495.642,-17.090,-62.012,-32.227,-21.973,757659.250,-0.015
1627612495.646,-16.602,-54.199,-31.738,-23.926,757659.250,-0.011
1627612495.648,-21.973,-44.434,-34.180,-28.320,757659.250,0.005
1627612495.652,-24.902,-47.363,-37.109,-25.879,757659.250,0.009
1627612495.656,-20.020,-49.805,-40.039,-16.113,757659.250,0.013
1627612495.660,-23.926,-41.992,-39.062,-16.602,757659.250,0.017
1627612495.664,-29.297,-35.156,-35.156,-27.344,757659.250,0.021
1627612495.668,-34.180,-33.203,-35.645,-26.855,757659.250,0.025
1627612495.672,-38.086,-30.273,-33.691,-26.855,757659.250,0.028
1627612495.675,-36.621,-28.320,-34.180,-33.203,757659.312,-0.030
1627612495.679,-35.645,-39.062,-33.691,-31.738,757659.312,-0.026
1627612495.683,-39.551,-41.992,-37.109,-34.180,757659.312,-0.022
1627612495.687,-44.922,-37.109,-43.945,-36.621,757659.312,-0.018
1627612495.691,-38.086,-24.902,-39.062,-32.715,757659.312,-0.015
1627612495.708,-28.809,-20.996,-36.621,-27.344,757659.312,-0.012
1627612495.712,-30.762,-20.020,-40.039,-29.297,757659.312,-0.008
1627612495.716,-24.902,-16.602,-37.109,-30.762,757659.312,-0.004
1627612495.720,-19.043,-21.484,-32.715,-31.250,757659.312,-0.000
1627612495.724,-20.996,-26.855,-35.156,-34.668,757659.312,0.004
1627612495.728,-20.996,-36.621,-40.039,-33.691,757659.312,0.008
1627612495.732,-21.484,-36.621,-38.574,-33.203,757659.312,0.012
1627612495.735,-27.832,-31.738,-37.598,-30.762,757659.312,0.016
1627612495.739,-22.461,-32.715,-30.762,-24.902,757659.312,0.019
1627612495.743,-19.043,-27.832,-27.344,-18.066,757659.312,0.023
1627612495.747,-25.391,-15.625,-25.879,-18.555,757659.312,0.027
1627612495.751,-20.508,-15.625,-23.438,-19.531,757659.312,0.031
1627612495.753,-19.043,-15.625,-30.762,-19.531,757659.375,-0.029
1627612495.757,-19.043,-10.254,-27.832,-18.066,757659.375,-0.025
1627612495.761,-26.367,-20.508,-24.414,-19.043,757659.375,-0.021
1627612495.765,-33.691,-33.203,-26.855,-17.090,757659.375,-0.017
1627612495.769,-32.227,-50.781,-26.367,-13.184,757659.375,-0.014
1627612495.773,-35.156,-63.477,-28.809,-16.602,757659.375,-0.010
1627612495.777,-43.457,-62.500,-34.668,-31.738,757659.375,-0.006
1627612495.780,-47.852,-55.664,-40.039,-46.875,757659.375,-0.002
1627612495.784,-40.527,-53.223,-46.875,-43.945,757659.375,0.002
1627612495.788,-36.621,-51.270,-45.410,-36.621,757659.375,0.006
1627612495.792,-41.504,-45.410,-35.645,-32.715,757659.375,0.010
1627612495.796,-36.133,-50.293,-40.527,-33.691,757659.375,0.014
1627612495.798,-26.855,-52.734,-41.016,-36.133,757659.375,0.016
1627612495.802,-28.320,-58.105,-37.598,-29.785,757659.375,0.020
1627612495.806,-33.691,-61.035,-42.969,-32.227,757659.375,0.024
1627612495.810,-35.645,-62.500,-42.480,-39.551,757659.375,0.028
1627612495.814,-32.227,-56.641,-35.645,-29.297,757659.438,-0.030
1627612495.818,-32.715,-55.176,-34.180,-23.438,757659.438,-0.027
1627612495.822,-41.016,-53.223,-38.574,-28.809,757659.438,-0.023
1627612495.825,-52.734,-43.945,-48.340,-38.574,757659.438,-0.019
1627612495.829,-48.340,-41.992,-51.758,-41.016,757659.438,-0.015
1627612495.833,-42.969,-31.250,-41.992,-41.504,757659.438,-0.011
1627612495.837,-37.109,-9.766,-25.879,-31.250,757659.438,-0.007
1627612495.841,-36.133,-13.672,-25.879,-29.785,757659.438,-0.003
1627612495.843,-36.621,-8.789,-44.434,-42.480,757659.438,-0.001
1627612495.847,-31.250,6.836,-45.898,-36.621,757659.438,0.003
1627612495.851,-36.133,3.906,-35.156,-38.086,757659.438,0.007
1627612495.855,-53.711,-1.953,-36.133,-50.293,757659.438,0.011
1627612495.859,-56.152,15.137,-37.109,-54.688,757659.438,0.015
1627612495.863,-43.945,30.273,-32.227,-48.340,757659.438,0.019
1627612495.867,-32.715,9.277,-31.738,-37.109,757659.438,0.022
1627612495.870,-32.715,-14.648,-34.668,-34.668,757659.438,0.026
1627612495.874,-35.645,-31.738,-33.691,-36.621,757659.438,0.030
1627612495.878,-36.133,-51.758,-35.645,-39.062,757659.500,-0.028
1627612495.882,-32.715,-71.289,-45.898,-35.645,757659.500,-0.024
1627612495.886,-24.902,-81.055,-51.270,-33.691,757659.500,-0.021
1627612495.887,-37.109,-82.031,-49.316,-49.316,757659.500,-0.006
1627612495.891,-41.504,-74.707,-44.434,-49.316,757659.500,-0.002
