,TP9,AF7,AF8,TP10,Time_Modified
89,969.238,-34.668,753.906,-958.984,0.3639999999431893
90,969.238,-1000.0,718.75,953.613,0.3680000000167638
91,969.238,-961.914,678.711,942.383,0.37199999997392297
92,969.238,-954.59,659.668,976.562,0.375
93,969.238,-1000.0,660.645,970.215,0.37899999995715916
94,969.238,-459.473,706.543,969.727,0.38300000003073364
95,968.75,53.223,766.602,969.727,0.3869999999878928
96,969.238,67.871,798.34,970.215,0.3889999999664724
97,969.238,846.191,812.988,969.727,0.39300000004004687
98,968.75,-984.375,821.289,969.727,0.39699999999720603
99,969.238,935.547,814.941,969.727,0.4009999999543652
100,969.238,977.539,792.48,969.727,0.4050000000279397
101,969.238,969.727,764.648,969.727,0.40899999998509884
102,969.238,969.727,729.98,969.727,0.412999999942258
103,969.238,969.727,698.242,969.727,0.4170000000158325
104,969.238,969.727,682.617,969.727,0.42099999997299165
105,968.75,969.727,664.551,969.727,0.4249999999301508
106,969.238,969.727,636.719,969.727,0.4290000000037253
107,969.238,970.215,599.609,969.727,0.43299999996088445
108,969.238,961.914,578.613,969.727,0.43499999993946403
109,969.238,994.141,560.059,969.727,0.43799999996554106
110,969.238,841.797,554.688,969.727,0.4419999999227002
111,969.238,839.355,596.68,969.727,0.4459999999962747
112,969.238,667.48,583.496,969.727,0.44999999995343387
113,969.238,-64.941,539.551,969.727,0.45399999991059303
114,969.238,-298.34,515.137,969.727,0.4579999999841675
115,969.238,-359.375,432.617,969.727,0.4619999999413267
116,969.238,-746.582,226.074,969.727,0.46600000001490116
117,969.238,-1000.0,-67.871,969.727,0.4690000000409782
118,969.238,-993.652,-265.625,969.727,0.47299999999813735
119,969.238,-998.047,-437.988,969.727,0.4769999999552965
120,969.238,-982.422,-630.859,969.727,0.47999999998137355
121,969.238,-1000.0,-756.348,969.727,0.4830000000074506
122,969.238,-867.676,-817.871,969.727,0.48699999996460974
123,969.238,-274.902,-810.547,970.215,0.4910000000381842
124,969.238,70.312,-843.262,970.215,0.4949999999953434
125,969.238,262.695,-858.398,969.727,0.49899999995250255
126,969.238,579.59,-913.086,970.215,0.503000000026077
127,969.238,641.113,-1000.0,969.727,0.5069999999832362
128,969.727,599.609,-1000.0,970.215,0.5110000000568107
129,969.727,546.875,-997.07,970.215,0.5150000000139698
130,969.238,659.668,-999.512,970.215,0.518999999971129
131,969.238,953.125,-1000.0,969.727,0.521999999997206
132,969.238,938.477,-930.664,969.727,0.5239999999757856
133,969.238,-982.422,-824.219,969.727,0.5280000000493601
134,969.238,563.965,-802.246,969.727,0.5310000000754371
135,969.238,-596.68,-749.512,969.727,0.5350000000325963
136,969.238,-1000.0,-613.77,970.215,0.5389999999897555
137,969.238,-991.699,-493.652,969.727,0.5430000000633299
138,969.238,-698.242,-388.184,969.727,0.5470000000204891
139,969.238,-332.031,-339.844,969.727,0.5509999999776483
140,969.238,-105.957,-290.039,969.727,0.5550000000512227
141,969.238,66.895,-224.609,969.727,0.5590000000083819
142,969.238,-175.293,-217.773,969.727,0.5630000000819564
143,969.238,-314.941,-186.523,969.727,0.5670000000391155
144,969.238,-303.711,-78.613,969.727,0.5690000000176951
145,969.238,-379.395,57.129,969.238,0.5730000000912696
146,969.238,-275.879,206.055,969.727,0.5770000000484288
147,969.238,-186.523,386.23,969.727,0.5810000000055879
148,969.238,-22.949,582.031,969.727,0.5850000000791624
149,969.238,329.102,724.121,969.727,0.5890000000363216
150,968.75,757.812,855.957,969.727,0.5929999999934807
151,968.75,977.051,962.891,969.727,0.5969999999506399
152,969.238,962.891,969.727,969.727,0.6010000000242144
153,969.238,948.73,967.285,969.727,0.6049999999813735
154,968.75,991.699,970.703,969.727,0.609000000054948
155,969.238,798.34,969.727,969.727,0.6130000000121072
156,969.727,202.637,969.727,969.727,0.6289999999571592
157,969.238,-67.871,969.727,969.727,0.6330000000307336
158,969.238,6.348,969.727,969.727,0.6369999999878928
159,969.238,184.082,969.727,969.727,0.640999999945052
160,969.238,634.766,969.727,969.727,0.6450000000186265
161,969.238,934.57,969.727,969.727,0.6489999999757856
162,969.238,965.332,969.727,969.727,0.6520000000018626
163,968.75,964.844,970.215,969.727,0.6570000000065193
164,969.238,970.703,969.727,969.727,0.6609999999636784
165,969.238,970.215,969.727,969.727,0.6649999999208376
166,969.238,969.727,969.727,969.727,0.6689999999944121
167,969.238,969.727,969.727,969.727,0.6720000000204891
168,969.238,969.727,969.727,969.727,0.6739999999990687
169,969.238,969.727,969.727,969.727,0.6779999999562278
170,969.238,969.727,969.727,969.727,0.681999999913387
171,969.238,969.727,969.727,969.727,0.6859999999869615
172,969.238,969.727,969.727,969.727,0.6899999999441206
173,969.238,969.727,969.727,969.727,0.6940000000176951
174,969.238,969.727,969.727,969.727,0.6979999999748543
175,969.238,969.727,969.727,969.727,0.7019999999320135
176,969.238,969.727,969.727,969.727,0.7060000000055879
177,969.238,969.727,969.727,969.727,0.7099999999627471
178,969.238,969.727,969.727,969.727,0.7129999999888241
179,969.238,970.215,969.727,969.727,0.7169999999459833
180,969.238,969.727,970.215,969.727,0.7190000000409782
181,969.238,969.727,969.727,969.727,0.7229999999981374
182,965.82,970.215,969.727,969.727,0.7269999999552965
183,975.098,969.727,970.215,969.727,0.731000000028871
184,939.941,969.727,969.727,969.727,0.7349999999860302
185,868.652,969.727,969.727,969.727,0.7389999999431893
186,863.77,969.727,969.727,969.727,0.7430000000167638
187,873.047,969.727,969.727,969.727,0.746999999973923
188,862.793,970.215,969.727,969.727,0.7510000000474975
189,885.742,968.262,969.727,969.727,0.7550000000046566
190,951.172,970.703,969.727,969.727,0.7589999999618158
191,970.703,959.473,969.727,969.727,0.7619999999878928
192,967.285,895.508,969.727,969.727,0.7639999999664724
193,969.238,866.211,969.727,969.727,0.7680000000400469
194,969.238,866.699,969.727,969.727,0.771999999997206
195,969.238,670.898,969.727,969.727,0.7759999999543652
196,969.238,510.742,969.727,969.727,0.7800000000279397
197,969.238,532.227,969.727,969.727,0.7830000000540167
198,969.238,445.312,969.727,969.727,0.7870000000111759
199,969.238,375.977,969.727,969.727,0.7910000000847504
200,969.238,258.301,969.727,969.727,0.7950000000419095
201,969.238,15.625,969.727,969.727,0.7989999999990687
202,969.238,-227.051,969.727,969.727,0.8030000000726432
203,968.75,-462.891,970.215,969.727,0.8070000000298023
204,968.75,-748.535,969.727,969.727,0.8090000000083819
205,970.215,-899.902,969.727,969.727,0.8130000000819564
206,954.59,-961.426,970.215,969.727,0.8170000000391155
207,944.336,-1000.0,970.215,969.727,0.8200000000651926
208,945.312,-997.559,969.727,969.727,0.8240000000223517
209,936.035,-1000.0,969.727,970.215,0.8279999999795109
210,915.527,-1000.0,970.215,969.727,0.8320000000530854
211,932.129,-1000.0,969.727,969.727,0.8360000000102445
212,963.867,-1000.0,970.215,970.215,0.840000000083819
213,971.68,-1000.0,970.215,969.727,0.8440000000409782
214,932.617,-1000.0,969.727,970.215,0.8479999999981374
215,881.348,-1000.0,969.727,970.215,0.8519999999552965
216,876.953,-1000.0,969.727,969.727,0.8549999999813735
217,868.652,-1000.0,970.215,969.727,0.859000000054948
218,839.355,-1000.0,969.727,969.727,0.8630000000121072
219,830.078,-1000.0,969.727,969.727,0.8660000000381842
220,848.145,-1000.0,970.215,970.215,0.8699999999953434
221,863.281,-997.559,970.215,970.215,0.8739999999525025
222,856.445,-1000.0,969.727,970.215,0.878000000026077
223,844.238,-1000.0,970.215,970.215,0.8819999999832362
224,869.141,-862.305,969.727,969.727,0.8860000000568107
225,887.207,-866.211,970.215,969.727,0.8900000000139698
226,861.328,-1000.0,970.215,969.727,0.893999999971129
227,810.547,-1000.0,969.727,969.727,0.8980000000447035
228,803.223,-997.559,969.727,969.727,0.8989999999757856
229,834.961,-1000.0,969.727,969.727,0.9030000000493601
230,826.172,-1000.0,970.215,970.215,0.9079999999376014
231,780.762,-1000.0,969.727,970.215,0.9120000000111759
232,757.812,-1000.0,970.215,969.727,0.915999999968335
233,782.227,-1000.0,970.215,970.215,0.9189999999944121
234,783.691,-999.512,970.215,970.215,0.9229999999515712
235,728.027,-995.605,969.727,969.727,0.9269999999087304
236,695.312,-1000.0,969.727,969.727,0.9309999999823049
237,695.801,-903.32,970.215,969.727,0.934999999939464
238,687.5,-651.367,970.215,969.727,0.9390000000130385
239,696.777,-455.078,969.727,969.727,0.9429999999701977
240,703.125,-362.305,969.727,969.727,0.9449999999487773
241,723.145,-348.633,969.727,969.727,0.9490000000223517
242,756.348,-353.027,969.727,969.727,0.9519999999320135
243,748.047,-243.652,969.727,969.727,0.9560000000055879
244,721.68,-120.117,969.727,969.727,0.9599999999627471
245,716.309,0.977,969.727,969.727,0.9639999999199063
246,744.629,223.633,969.727,969.727,0.9679999999934807
247,766.602,507.812,970.215,969.727,0.9710000000195578
248,760.254,469.238,969.727,969.727,0.9749999999767169
249,744.141,208.984,969.727,969.727,0.9790000000502914
250,753.418,70.801,970.215,969.727,0.9830000000074506
251,766.113,13.184,969.727,969.727,0.9869999999646097
252,742.676,-29.297,969.727,969.727,1.0039999999571592
253,686.035,-107.422,970.215,969.727,1.0080000000307336
254,670.898,-151.367,970.215,969.727,1.0119999999878928
255,684.57,-182.129,969.727,969.727,1.015999999945052
256,646.973,-225.098,969.727,969.727,1.0200000000186265
257,584.473,-246.094,969.727,969.727,1.0230000000447035
258,570.801,-146.973,969.727,969.727,1.0270000000018626
259,599.121,83.008,969.727,969.727,1.0309999999590218
260,595.703,145.508,969.727,969.727,1.0350000000325963
261,549.316,253.906,969.727,969.727,1.0389999999897555
262,531.738,461.426,969.727,969.727,1.0420000000158325
263,566.895,623.047,969.727,969.727,1.046000000089407
264,572.266,575.684,969.727,969.727,1.0480000000679865
265,526.855,354.98,967.773,969.727,1.0520000000251457
266,512.695,420.41,973.145,969.727,1.0559999999823049
267,556.152,517.09,951.172,969.727,1.0600000000558794
268,580.078,516.602,897.949,969.727,1.0640000000130385
269,555.176,618.652,901.367,969.727,1.068000000086613
270,529.297,687.5,905.762,969.727,1.0720000000437722
271,528.32,579.102,869.629,969.238,1.0760000000009313
272,535.645,570.801,839.844,969.238,1.0800000000745058
273,527.832,705.078,798.34,971.68,1.0829999999841675
274,491.211,705.078,753.906,942.871,1.087000000057742
275,501.953,743.164,716.797,926.758,1.0910000000149012
276,542.969,829.59,693.359,958.984,1.0940000000409782
277,544.434,804.688,674.316,962.891,1.0979999999981374
278,532.227,578.125,646.973,906.738,1.1019999999552965
279,517.578,336.914,633.789,899.902,1.106000000028871
280,514.648,225.098,644.043,953.613,1.1099999999860302
281,520.02,43.457,657.715,964.844,1.1139999999431893
282,505.859,-68.359,652.344,910.156,1.1180000000167638
283,498.535,-172.852,597.656,881.348,1.121999999973923
284,536.133,-320.801,544.922,934.57,1.1260000000474975
285,563.965,-376.465,562.5,980.957,1.1289999999571592
286,539.551,-315.918,609.375,937.988,1.1330000000307336
287,518.066,-274.414,588.379,872.07,1.1369999999878928
288,530.762,-291.504,525.391,901.367,1.1389999999664724
289,533.691,-254.883,520.508,949.219,1.1430000000400469
290,534.18,-170.41,576.172,937.012,1.146999999997206
291,520.508,-81.055,630.859,880.859,1.1509999999543652
292,509.277,-105.957,635.254,878.906,1.1550000000279397
293,528.809,-196.777,603.516,946.777,1.1589999999850988
294,544.922,-371.582,576.172,961.914,1.162999999942258
295,525.879,-592.773,560.547,886.23,1.1670000000158325
296,516.113,-710.938,562.012,869.141,1.1709999999729916
297,542.48,-710.449,593.75,925.293,1.1749999999301508
298,543.945,-528.809,618.164,916.504,1.1790000000037253
299,504.883,-399.902,640.137,847.656,1.1829999999608845
300,479.004,-329.102,674.316,791.016,1.184999999939464
301,480.469,-241.211,675.293,811.523,1.1890000000130385
302,479.004,-96.191,664.551,843.262,1.1929999999701977
303,464.355,99.121,671.387,802.246,1.1959999999962747
304,435.547,164.551,665.039,748.047,1.1999999999534339
305,437.5,224.121,647.461,736.328,1.203999999910593
306,477.539,318.359,627.93,800.293,1.2079999999841675
307,470.703,332.52,604.98,812.988,1.2119999999413267
308,438.477,299.316,553.223,754.395,1.2160000000149012
309,436.523,311.035,460.938,770.996,1.2190000000409782
310,456.055,393.066,407.227,824.707,1.2229999999981374
311,452.637,312.012,398.926,842.773,1.2269999999552965
312,421.875,109.375,385.254,801.758,1.25
313,421.875,-11.23,395.508,789.062,1.2539999999571592
314,441.895,47.363,394.043,843.262,1.2580000000307336
315,447.754,126.465,399.902,844.727,1.2619999999878928
316,439.941,140.625,397.461,784.18,1.265999999945052
317,441.895,92.773,370.605,754.395,1.2700000000186265
318,456.055,25.879,350.586,776.855,1.2739999999757856
319,450.195,-125.977,344.238,793.945,1.27800000004936
320,432.129,-224.609,345.215,751.465,1.2810000000754371
321,410.645,-152.832,325.684,691.895,1.2850000000325963
322,411.133,-113.281,306.641,720.215,1.2889999999897555
323,435.547,-137.207,310.059,778.809,1.29300000006333
324,428.223,-115.723,333.008,763.184,1.2739999999757856
325,415.039,-34.668,369.141,705.078,1.27800000004936
326,414.551,44.434,364.258,705.566,1.2820000000065193
327,422.363,116.211,351.074,754.883,1.2860000000800937
328,432.129,96.191,373.047,758.789,1.2889999999897555
329,398.926,-17.578,391.602,698.73,1.29300000006333
330,375.977,-41.992,396.484,671.387,1.297000000020489
331,402.344,32.715,368.652,728.516,1.3009999999776483
332,410.645,108.398,333.984,739.258,1.3050000000512227
333,387.207,133.301,302.734,679.688,1.309000000008382
334,369.629,101.562,288.086,640.625,1.3130000000819564
335,387.207,117.188,318.359,668.457,1.3170000000391155
336,415.039,99.609,337.402,698.242,1.3190000000176951
337,415.527,-4.395,346.68,656.25,1.3230000000912696
338,377.441,-31.25,399.902,604.004,1.3270000000484288
339,359.375,-75.195,468.75,614.258,1.331000000005588
340,380.371,-185.547,536.133,641.602,1.3350000000791624
341,381.348,-242.676,604.492,619.141,1.3390000000363216
342,350.586,-271.484,652.832,571.289,1.3429999999934807
343,343.75,-200.195,675.293,554.199,1.34699999995064
344,366.211,-164.062,674.805,583.496,1.3510000000242144
345,363.77,-291.992,650.879,591.309,1.3549999999813735
346,343.262,-237.305,593.75,553.223,1.359000000054948
347,338.379,-163.086,541.016,543.945,1.3630000000121072
348,363.77,-233.887,527.832,591.309,1.3789999999571592
349,383.789,-255.859,524.414,609.863,1.3830000000307336
350,374.512,-256.348,519.043,566.406,1.3860000000568107
351,359.863,-235.84,511.719,524.414,1.3900000000139698
352,364.258,-210.449,493.652,538.086,1.393999999971129
353,374.023,-264.648,502.441,568.848,1.3980000000447035
354,367.676,-266.602,521.484,544.434,1.4020000000018626
355,352.539,-231.934,517.09,480.469,1.4059999999590218
356,360.352,-183.594,478.516,480.469,1.409999999916181
357,384.766,-25.879,441.895,542.969,1.4139999999897555
358,377.441,81.543,465.82,552.246,1.4179999999469146
359,348.145,103.516,518.555,496.582,1.422000000020489
360,340.82,166.992,559.082,472.168,1.4239999999990687
361,362.305,158.203,583.984,521.484,1.4279999999562278
362,365.234,149.414,586.426,526.367,1.431999999913387
363,334.961,251.465,561.523,448.73,1.4359999999869615
364,313.477,259.277,520.02,424.316,1.4399999999441206
365,327.637,195.801,488.77,468.262,1.4440000000176951
366,348.145,192.871,489.258,496.094,1.4479999999748543
367,337.891,218.75,503.418,468.262,1.4510000000009313
368,319.336,209.961,495.605,434.082,1.4549999999580905
369,335.449,136.23,484.863,458.984,1.4589999999152496
370,358.398,106.445,470.215,502.441,1.4629999999888241
371,355.469,155.273,465.332,488.77,1.4669999999459833
372,329.102,163.086,458.008,436.523,1.4699999999720603
373,335.938,153.809,448.242,437.988,1.4729999999981374
374,361.816,99.121,453.613,474.121,1.4769999999552965
375,356.445,52.246,457.031,467.285,1.481000000028871
376,332.031,-10.254,460.938,425.293,1.4849999999860302
377,319.824,-79.102,481.445,401.855,1.4889999999431893
378,334.961,-29.785,501.953,438.965,1.4930000000167638
379,345.703,35.645,477.539,475.586,1.496999999973923
380,337.891,104.98,456.055,452.637,1.5010000000474975
381,317.871,256.836,449.707,419.922,1.5050000000046566
382,323.242,361.328,454.102,443.848,1.5089999999618158
383,338.379,359.375,453.125,463.379,1.5119999999878928
384,307.129,336.426,422.363,437.988,1.5139999999664724
385,280.273,264.648,396.484,408.691,1.5180000000400469
386,289.062,186.523,382.812,431.641,1.521999999997206
387,307.129,163.574,360.84,464.844,1.5259999999543652
388,305.176,166.992,341.797,435.547,1.5300000000279397
389,294.434,183.105,330.078,392.09,1.5330000000540167
390,302.734,228.027,308.594,395.996,1.5370000000111759
391,311.523,263.184,312.012,431.641,1.5410000000847504
392,320.312,269.043,338.867,446.289,1.5450000000419095
393,307.129,363.77,332.031,399.414,1.5489999999990687
394,291.016,402.832,342.773,373.535,1.5530000000726432
395,315.918,287.109,354.98,413.086,1.5570000000298023
396,329.59,235.84,340.332,423.34,1.559000000008382
397,313.965,202.637,327.637,382.324,1.5630000000819564
398,292.969,139.16,330.078,342.285,1.5670000000391155
399,297.852,97.168,353.027,367.676,1.5700000000651926
400,296.387,59.57,363.77,394.043,1.5740000000223517
401,258.789,-8.789,353.027,350.098,1.577999999979511
402,229.98,-68.848,344.727,302.734,1.5820000000530854
403,237.793,-145.508,352.051,332.031,1.5860000000102445
404,259.766,-215.332,339.844,381.836,1.590000000083819
405,270.996,-254.883,322.266,352.051,1.5940000000409782
406,254.395,-231.445,328.125,284.668,1.5979999999981374
407,248.047,-196.777,327.148,281.25,1.6019999999552965
408,269.043,-177.246,312.988,319.336,1.6049999999813735
409,280.273,-130.859,311.523,324.219,1.6080000000074506
410,261.719,-55.664,303.223,294.434,1.6119999999646097
411,251.465,53.223,279.297,273.926,1.6160000000381842
412,271.973,183.105,265.625,308.105,1.6199999999953434
413,276.367,233.398,261.719,338.379,1.6239999999525025
414,262.207,175.781,263.672,319.824,1.628000000026077
415,240.723,60.547,279.785,305.664,1.6319999999832362
416,243.652,-75.684,311.035,331.055,1.6360000000568107
417,266.602,-144.043,355.469,360.84,1.6400000000139698
418,266.113,-160.156,389.648,348.145,1.643999999971129
419,252.441,-144.043,417.969,318.848,1.646999999997206
420,251.465,-117.676,422.363,327.637,1.6489999999757856
421,276.855,-145.02,412.109,364.258,1.65300000004936
422,286.133,-175.781,418.945,374.512,1.6579999999376014
423,265.625,-177.734,424.805,341.309,1.6620000000111759
424,253.906,-155.762,407.715,320.801,1.665999999968335
425,266.602,-141.602,384.277,348.145,1.668999999994412
426,269.043,-204.59,384.277,368.652,1.6729999999515712
427,251.465,-255.859,385.742,334.473,1.6769999999087304
428,242.188,-271.484,400.879,299.805,1.6809999999823049
429,259.277,-265.137,416.992,323.73,1.684999999939464
430,272.949,-247.07,424.316,356.445,1.6890000000130385
431,265.137,-261.23,411.133,325.684,1.6929999999701977
432,238.281,-307.617,399.902,294.434,1.6949999999487773
433,230.957,-297.363,417.969,320.801,1.6990000000223517
434,254.395,-206.543,429.199,362.305,1.702999999979511
435,267.578,-153.809,419.922,362.305,1.70699999993667
436,253.906,-151.367,401.855,317.871,1.7110000000102445
437,250.977,-151.367,386.719,307.617,1.7149999999674037
438,278.32,-106.934,388.184,350.098,1.7189999999245629
439,283.691,-40.039,388.672,353.027,1.72199999995064
440,273.926,-5.859,373.535,293.945,1.7260000000242144
441,271.484,-30.273,353.027,276.367,1.7299999999813735
442,293.457,-70.801,345.215,314.941,1.734000000054948
443,294.434,-139.16,360.352,315.43,1.7380000000121072
444,273.438,-222.168,377.93,282.227,1.7539999999571592
445,266.602,-248.535,383.789,253.418,1.7580000000307336
446,275.391,-230.469,373.535,264.648,1.7619999999878928
447,294.922,-222.656,360.352,292.48,1.765999999945052
448,276.367,-250.0,355.957,281.25,1.7700000000186265
449,257.812,-306.641,359.375,255.859,1.7730000000447035
450,272.949,-326.172,381.348,269.043,1.7770000000018626
451,294.922,-282.227,404.297,283.203,1.7809999999590218
452,293.457,-246.094,416.992,259.766,1.7850000000325963
453,267.09,-261.719,428.711,223.633,1.7889999999897555
454,265.625,-338.379,440.918,223.145,1.7920000000158325
455,294.922,-395.02,452.148,255.859,1.796000000089407
456,309.57,-383.301,456.055,270.996,1.7989999999990687
457,292.969,-288.574,450.684,247.559,1.8030000000726432
458,280.762,-206.543,434.57,224.609,1.8059999999823049
459,290.039,-250.977,413.574,255.859,1.8100000000558794
460,295.898,-250.488,399.414,281.738,1.8140000000130385
461,281.738,-173.828,397.949,259.766,1.818000000086613
462,265.625,-102.051,407.715,233.887,1.8220000000437722
463,273.438,-51.758,404.785,245.605,1.8260000000009313
464,286.621,-71.289,388.672,278.32,1.8300000000745058
465,280.762,-112.305,359.375,283.691,1.834000000031665
466,264.16,-133.301,316.895,243.164,1.8379999999888241
467,261.719,-159.668,318.848,235.84,1.8420000000623986
468,273.926,-196.289,340.82,280.762,1.8440000000409782
469,276.855,-212.402,347.656,291.016,1.8479999999981374
470,257.812,-263.672,353.027,245.605,1.8519999999552965
471,243.652,-358.887,358.887,232.91,1.856000000028871
472,274.414,-448.242,360.352,276.855,1.8599999999860302
473,291.992,-481.445,343.75,283.691,1.8639999999431893
474,270.508,-468.75,341.309,241.699,1.8680000000167638
475,256.348,-432.129,352.539,216.797,1.871999999973923
476,262.207,-442.871,352.051,249.512,1.8760000000474975
477,274.902,-448.242,358.398,282.715,1.8789999999571592
478,258.301,-423.828,375.488,250.977,1.8830000000307336
479,247.559,-452.637,377.441,209.473,1.8869999999878928
480,264.648,-471.68,368.164,223.145,1.8900000000139698
481,276.855,-479.004,349.121,264.16,1.8930000000400469
482,277.832,-492.676,316.895,254.883,1.896999999997206
483,263.184,-486.816,289.551,237.305,1.9009999999543652
484,261.719,-456.055,262.207,241.211,1.9050000000279397
485,280.273,-447.754,257.812,259.277,1.909999999916181
486,277.344,-409.18,263.184,271.973,1.912999999942258
487,253.906,-349.121,261.719,249.023,1.9170000000158325
488,239.746,-343.262,266.113,253.418,1.9209999999729916
489,267.09,-347.656,266.602,287.109,1.9249999999301508
490,291.992,-296.387,258.789,292.48,1.9290000000037253
491,261.719,-196.777,270.508,263.672,1.9329999999608845
492,238.77,-61.035,277.832,240.723,1.934999999939464
493,256.836,77.148,281.25,258.789,1.9390000000130385
494,279.297,205.566,300.293,279.785,1.9429999999701977
495,280.762,304.199,309.57,259.766,1.9459999999962747
496,263.672,389.16,320.801,220.703,1.9499999999534339
497,266.113,431.152,333.984,243.652,1.953999999910593
498,293.945,365.234,328.125,286.133,1.9579999999841675
499,289.062,261.719,346.191,270.996,1.9619999999413267
500,262.207,208.008,372.559,223.145,1.9660000000149012
501,272.461,180.664,374.512,205.566,1.9690000000409782
502,287.109,181.641,388.184,253.906,1.9729999999981374
