,TP9,AF7,AF8,TP10
0,-31.738,-9.277,-43.457,-35.156
1,-25.879,-11.23,-41.992,-25.391
2,-16.602,-9.766,-37.109,-12.695
3,-20.996,-8.789,-38.086,-20.996
4,-37.598,-12.695,-41.016,-45.41
5,-39.062,-15.625,-40.527,-42.969
6,-18.555,-14.16,-41.016,-14.16
7,-16.113,-16.602,-42.48,-12.207
8,-30.762,-14.648,-40.527,-38.574
9,-32.227,-11.23,-39.551,-41.016
10,-25.879,-14.648,-37.109,-25.879
11,-21.973,-12.207,-35.156,-19.531
12,-32.227,-10.254,-36.621,-37.598
13,-44.922,-17.09,-38.574,-57.129
14,-33.691,-19.531,-37.598,-36.133
15,-19.531,-17.578,-36.133,-14.16
16,-32.227,-17.578,-42.969,-32.715
17,-41.016,-17.578,-45.898,-47.363
18,-25.879,-16.602,-41.016,-28.32
19,-17.578,-19.043,-41.992,-8.301
20,-23.438,-18.555,-45.41,-15.625
21,-35.645,-12.207,-44.434,-35.645
22,-31.738,-8.301,-40.527,-29.785
23,-15.625,-9.277,-41.992,-11.719
24,-15.137,-11.23,-50.293,-20.508
25,-12.695,-3.906,-55.176,-32.227
26,-8.301,-12.695,-38.086,-17.09
27,-26.367,-30.273,-25.391,-23.438
28,-46.875,-35.156,-34.668,-41.992
29,-63.477,-40.039,-37.109,-55.176
30,-82.031,-42.969,-32.227,-74.707
31,-82.031,-46.387,-25.879,-70.312
32,-74.707,-46.387,-21.484,-50.293
33,-87.891,-48.828,-16.602,-62.988
34,-102.539,-57.129,-15.625,-93.262
35,-97.656,-59.57,-17.09,-91.797
36,-81.055,-58.105,-13.672,-63.965
37,-84.961,-55.664,-10.254,-63.965
38,-95.215,-51.27,-6.348,-77.148
39,-85.938,-45.41,-9.277,-64.941
40,-64.941,-44.434,-10.254,-37.598
41,-56.152,-45.898,-7.812,-21.484
42,-59.57,-42.48,-8.301,-34.668
43,-56.641,-40.039,-5.371,-42.969
44,-38.086,-37.598,-6.348,-17.09
45,-30.273,-39.062,-9.766,-0.488
46,-42.48,-36.621,-10.742,-19.531
47,-45.41,-31.738,-16.113,-31.738
48,-29.297,-32.227,-20.02,-13.672
49,-17.09,-31.738,-17.09,3.418
50,-24.902,-29.785,-15.137,-5.371
51,-31.738,-29.297,-13.672,-21.973
52,-17.09,-27.344,-12.207,-12.695
53,-10.742,-27.344,-13.184,4.395
54,-19.531,-26.367,-18.066,-1.953
55,-31.25,-23.438,-20.996,-25.879
56,-26.367,-20.02,-22.461,-27.344
57,-6.836,-19.531,-28.32,-10.254
58,-8.301,-20.996,-35.156,-7.812
59,-25.391,-20.508,-32.715,-27.344
60,-28.809,-22.949,-29.297,-35.645
61,-18.555,-22.949,-29.785,-19.043
62,-9.277,-20.996,-30.762,0.0
63,-15.137,-19.531,-31.25,-13.672
64,-24.902,-19.043,-32.227,-31.738
65,-17.09,-18.555,-31.738,-18.066
66,-5.859,-18.066,-31.738,-3.418
67,-15.625,-18.555,-32.227,-9.277
68,-26.367,-16.113,-27.344,-22.949
69,-22.949,-18.066,-28.32,-22.949
70,-15.137,-25.391,-31.738,-6.836
71,-18.066,-26.855,-30.762,-9.766
72,-30.762,-21.484,-30.273,-32.715
73,-34.668,-17.09,-33.691,-33.691
74,-23.926,-18.555,-31.25,-12.207
75,-15.137,-18.555,-29.297,-2.93
76,-30.273,-18.066,-29.297,-29.785
77,-39.551,-21.973,-30.273,-44.922
78,-24.414,-21.973,-32.227,-25.879
79,-7.324,-16.113,-29.785,-4.883
80,-11.23,-16.113,-33.203,-15.625
81,-24.902,-20.02,-38.086,-35.645
82,-15.137,-18.555,-34.18,-25.879
83,-5.859,-20.02,-32.227,-9.766
84,-16.113,-17.578,-34.668,-20.02
85,-28.32,-19.043,-35.156,-42.969
86,-27.344,-22.949,-36.621,-41.992
87,-18.555,-24.414,-40.527,-23.926
88,-15.137,-24.414,-36.133,-20.508
89,-24.902,-18.066,-30.762,-38.086
90,-31.738,-16.602,-36.133,-39.551
91,-21.973,-17.09,-39.062,-21.973
92,-18.555,-15.137,-33.203,-13.672
93,-29.785,-12.695,-29.785,-34.18
94,-32.715,-10.254,-32.227,-43.945
95,-20.02,-12.207,-33.203,-24.902
96,-7.812,-12.207,-34.668,-11.23
97,-19.531,-13.184,-36.621,-22.949
98,-35.156,-15.137,-39.062,-39.062
99,-27.344,-15.625,-40.039,-30.273
100,-16.602,-18.555,-41.016,-17.09
101,-19.531,-17.578,-40.527,-20.02
102,-39.551,-18.066,-40.527,-41.504
103,-35.645,-14.648,-39.062,-41.016
104,-13.184,-9.766,-35.645,-16.113
105,-17.09,-11.23,-36.133,-12.207
106,-37.109,-11.719,-35.156,-37.109
107,-36.621,-16.602,-36.621,-45.41
108,-19.043,-22.949,-37.598,-23.438
109,-9.766,-18.066,-33.203,-11.23
110,-25.879,-14.648,-31.738,-33.691
111,-38.574,-20.02,-37.109,-50.293
112,-25.879,-21.973,-38.086,-35.156
113,-12.207,-22.461,-38.086,-15.137
114,-23.926,-20.02,-36.133,-24.902
115,-39.062,-15.625,-38.574,-49.805
116,-31.738,-15.625,-43.457,-44.922
