,TP9,AF7,AF8,TP10
0,-39.062,-29.785,-35.645,-39.551
1,-28.809,-27.344,-32.715,-35.156
2,-27.344,-25.391,-31.25,-24.414
3,-40.527,-27.832,-34.668,-28.32
4,-40.527,-32.227,-34.668,-27.344
5,-27.344,-29.785,-33.691,-23.438
6,-28.809,-25.391,-33.691,-24.902
7,-33.691,-26.855,-33.203,-30.273
8,-32.715,-27.344,-33.203,-36.621
9,-31.25,-30.273,-33.203,-37.109
10,-33.203,-34.18,-33.691,-39.551
11,-35.156,-33.691,-34.668,-40.527
12,-37.109,-29.785,-33.691,-39.062
13,-37.109,-26.367,-36.621,-39.551
14,-37.109,-26.367,-40.527,-40.527
15,-41.016,-30.762,-39.062,-38.574
16,-42.48,-33.203,-36.621,-43.457
17,-38.086,-26.855,-35.156,-44.434
18,-36.621,-26.367,-38.086,-39.551
19,-36.621,-25.391,-38.086,-43.945
20,-43.945,-27.344,-34.18,-41.504
21,-41.504,-27.344,-34.18,-36.133
22,-27.832,-27.832,-36.133,-35.645
23,-25.879,-29.297,-36.133,-33.691
24,-36.133,-29.297,-35.645,-38.574
25,-43.457,-31.738,-33.691,-36.621
26,-31.25,-31.25,-31.738,-25.879
27,-22.461,-28.809,-27.832,-17.09
28,-27.832,-23.926,-26.367,-20.996
29,-33.691,-24.414,-29.785,-21.484
30,-27.832,-25.879,-30.273,-23.438
31,-19.043,-27.832,-30.273,-24.902
32,-26.855,-29.785,-33.691,-27.344
33,-34.668,-26.367,-35.645,-29.785
34,-34.18,-28.32,-31.738,-27.832
35,-31.738,-27.832,-29.297,-30.273
36,-38.574,-27.832,-35.645,-34.668
37,-50.781,-31.25,-38.086,-41.504
38,-53.711,-31.25,-36.621,-44.922
39,-43.457,-26.855,-32.715,-39.551
40,-36.133,-28.32,-35.156,-38.574
41,-41.016,-30.762,-39.062,-42.48
42,-40.527,-29.785,-35.156,-47.363
43,-29.297,-31.25,-34.668,-42.969
44,-26.367,-32.715,-37.598,-34.668
45,-31.738,-30.762,-34.668,-33.691
46,-31.738,-26.367,-30.762,-34.668
47,-14.648,-20.02,-24.414,-27.832
48,-3.906,-19.531,-20.508,-22.949
