,TP9,AF7,AF8,TP10
0,-31.738,-29.785,-34.668,-28.809
1,-21.484,-27.832,-34.18,-11.719
2,-32.227,-30.273,-33.691,-28.809
3,-37.598,-29.297,-34.668,-42.969
4,-22.461,-29.785,-36.621,-30.273
5,-15.137,-28.32,-37.109,-10.254
6,-31.738,-30.762,-33.691,-25.879
7,-43.457,-30.762,-30.762,-49.805
8,-27.832,-25.879,-26.855,-33.203
9,-15.625,-27.832,-24.902,-11.719
10,-25.391,-31.25,-25.879,-17.578
11,-31.25,-30.273,-22.461,-23.926
12,-26.855,-21.973,-30.762,-22.949
13,-34.18,-18.555,-41.016,-29.785
14,-35.645,-21.484,-39.062,-35.645
15,-42.48,-20.996,-43.457,-52.246
16,-33.691,-20.02,-45.41,-48.34
17,-16.602,-15.625,-45.898,-30.762
18,-18.555,-15.137,-45.41,-21.484
19,-27.832,-13.184,-43.945,-41.992
20,-41.992,-13.672,-47.852,-67.383
21,-20.508,-9.766,-46.387,-42.48
22,-2.441,-2.441,-45.898,-20.508
23,-19.531,-1.953,-45.898,-41.992
24,-31.738,-1.465,-48.828,-68.848
25,-28.32,-1.953,-54.199,-61.035
26,-15.137,-4.883,-55.664,-35.645
27,-13.672,-2.93,-57.129,-36.133
28,-30.273,1.953,-59.57,-59.082
29,-29.785,-4.395,-59.082,-49.805
30,-8.789,-6.348,-59.57,-20.02
31,1.953,0.0,-58.594,-13.184
32,-5.859,0.0,-48.828,-32.715
33,-12.695,-2.441,-42.969,-40.527
34,-2.441,-6.348,-48.828,-26.855
35,9.277,-11.23,-49.805,-14.648
36,-1.465,-7.812,-45.41,-29.785
37,-18.555,-7.324,-43.457,-40.039
38,-16.113,-16.602,-43.457,-20.508
39,-5.859,-17.09,-40.527,-0.977
40,-20.02,-16.113,-42.48,-14.16
41,-36.621,-15.625,-45.898,-39.062
42,-27.832,-16.602,-42.48,-31.738
43,-11.719,-19.531,-41.016,-11.719
44,-19.531,-20.02,-40.527,-16.602
45,-39.062,-22.461,-41.016,-41.992
46,-36.621,-23.438,-40.527,-41.504
47,-24.414,-23.926,-39.551,-20.02
48,-19.531,-25.879,-36.621,-15.625
49,-36.133,-26.367,-36.133,-41.504
50,-39.551,-26.855,-36.133,-45.898
51,-19.531,-22.949,-30.762,-20.508
52,-11.23,-22.949,-30.762,-0.488
53,-26.855,-25.391,-31.738,-19.531
54,-41.504,-25.391,-31.25,-40.527
55,-33.691,-27.344,-33.691,-29.785
56,-20.996,-26.367,-31.25,-6.348
57,-28.32,-21.973,-29.785,-15.625
58,-42.48,-24.414,-37.109,-46.875
59,-38.574,-29.297,-39.062,-39.551
60,-21.484,-27.344,-42.969,-17.578
61,-26.367,-28.32,-47.363,-24.902
62,-43.457,-28.809,-43.945,-53.223
63,-34.668,-27.832,-43.457,-48.828
64,-18.066,-25.391,-45.898,-23.438
65,-15.137,-27.832,-41.016,-9.277
66,-38.086,-32.715,-39.551,-31.25
67,-43.945,-29.297,-39.551,-43.457
68,-26.855,-28.809,-36.133,-17.09
69,-17.578,-29.785,-32.227,-1.953
70,-32.227,-28.809,-35.645,-25.879
71,-47.363,-31.738,-39.062,-43.457
72,-39.062,-32.715,-32.715,-27.344
73,-28.32,-32.227,-30.762,-8.301
74,-29.297,-35.645,-35.156,-17.09
75,-39.551,-39.551,-31.25,-41.992
76,-45.898,-39.062,-31.25,-52.734
77,-52.734,-41.016,-34.18,-42.48
78,-44.922,-37.109,-32.715,-29.297
79,-55.664,-36.621,-32.715,-49.316
80,-57.617,-40.527,-35.645,-57.129
81,-34.668,-39.551,-35.156,-34.668
82,-30.762,-41.504,-32.227,-27.344
83,-43.457,-41.504,-30.762,-42.969
84,-51.758,-41.504,-29.297,-61.523
85,-42.969,-44.922,-29.785,-48.828
86,-28.809,-44.434,-32.227,-24.414
87,-35.645,-41.504,-36.621,-38.086
88,-50.781,-42.48,-36.133,-58.105
89,-45.41,-38.574,-35.645,-49.805
90,-28.809,-37.109,-33.203,-25.879
91,-28.32,-39.551,-34.668,-26.855
92,-45.41,-41.504,-35.645,-53.711
93,-42.48,-42.48,-35.156,-51.758
94,-22.461,-38.574,-29.785,-21.484
95,-27.832,-37.598,-28.32,-14.648
96,-47.852,-38.574,-30.273,-41.016
97,-44.922,-39.062,-30.273,-50.781
98,-26.855,-38.086,-31.738,-30.273
99,-20.508,-35.156,-32.227,-15.625
100,-40.527,-39.551,-29.785,-37.109
101,-48.828,-39.551,-28.32,-54.199
102,-29.785,-35.156,-27.832,-30.762
103,-19.531,-35.156,-31.25,-5.371
104,-29.297,-36.133,-34.668,-20.508
105,-41.504,-31.25,-31.738,-41.992
106,-38.086,-31.25,-30.762,-32.227
107,-25.391,-33.691,-30.273,-8.789
108,-32.227,-36.621,-32.715,-14.16
109,-46.875,-41.504,-33.691,-41.504
110,-43.945,-40.039,-27.344,-37.598
111,-31.738,-36.133,-26.855,-16.602
112,-27.832,-30.762,-31.25,-20.508
113,-50.293,-28.32,-32.227,-48.828
114,-56.641,-31.738,-35.156,-52.734
115,-32.715,-32.227,-34.668,-35.156
116,-19.043,-30.273,-27.832,-23.438
117,-41.016,-31.25,-29.297,-40.527
118,-55.664,-34.18,-31.738,-59.57
119,-39.551,-34.668,-30.273,-46.875
120,-31.25,-33.203,-33.203,-31.25
121,-44.922,-31.738,-36.133,-38.086
122,-56.641,-31.738,-31.25,-52.246
123,-54.688,-36.621,-35.645,-57.129
124,-26.367,-31.738,-52.734,-37.598
125,-1.465,-26.855,-42.969,-6.348
126,-40.527,-34.668,-22.949,-38.574
127,-73.242,-42.48,-29.297,-72.754
128,-52.734,-44.434,-32.715,-46.387
129,-52.734,-45.898,-22.461,-32.715
130,-87.402,-51.27,-19.531,-67.383
131,-99.121,-53.711,-15.625,-84.961
132,-91.309,-54.199,-17.09,-75.195
133,-88.867,-61.035,-20.996,-60.059
134,-108.887,-60.547,-24.414,-81.543
135,-121.582,-54.688,-25.391,-101.562
136,-112.793,-62.988,-25.391,-95.215
137,-90.82,-60.547,-29.297,-69.824
138,-101.562,-61.035,-25.391,-73.242
139,-111.816,-62.988,-22.949,-90.82
140,-94.238,-58.594,-21.484,-73.73
141,-83.496,-61.523,-26.367,-50.293
142,-67.871,-57.617,-26.855,-39.062
143,-73.73,-56.641,-22.949,-60.547
144,-72.266,-54.199,-20.02,-61.035
145,-42.969,-44.922,-19.043,-22.461
146,-27.832,-43.945,-20.02,-1.953
147,-37.598,-43.457,-18.555,-22.461
148,-49.316,-41.992,-15.137,-36.133
149,-39.551,-44.922,-20.508,-20.508
150,-20.02,-37.598,-24.414,1.953
151,-31.738,-31.25,-23.926,-12.207
152,-52.246,-34.18,-25.391,-33.691
153,-38.574,-34.668,-26.855,-23.438
154,-15.625,-34.18,-26.367,-0.977
