,TP9,AF7,AF8,TP10
0,-38.574,-20.02,-20.996,-22.949
1,-37.109,-15.625,-14.648,-22.461
2,-35.156,-16.113,-14.648,-24.902
3,-27.832,-17.578,-16.113,-23.926
4,-21.484,-18.066,-18.066,-22.461
5,-29.785,-15.625,-16.602,-21.973
6,-35.156,-13.672,-17.09,-14.648
7,-28.809,-15.137,-20.996,-13.184
8,-18.555,-11.23,-16.602,-10.742
9,-18.555,-9.277,-18.555,-9.766
10,-28.809,-9.277,-18.555,-12.207
11,-26.855,-8.301,-12.207,-11.719
12,-16.113,-8.301,-14.16,-11.719
13,-17.578,-8.789,-16.113,-8.301
14,-29.297,-11.23,-18.066,-18.066
15,-25.879,-9.277,-16.602,-18.555
16,-24.414,-9.766,-18.066,-12.207
17,-26.855,-17.578,-16.602,-15.137
18,-27.344,-20.02,-16.113,-15.137
19,-30.762,-19.043,-23.926,-15.137
20,-22.949,-20.996,-21.484,-13.184
21,-13.184,-18.555,-15.625,-6.348
22,-16.113,-18.066,-16.602,-8.301
23,-17.09,-22.461,-15.137,-15.137
24,-15.137,-20.996,-14.16,-12.695
25,-13.672,-16.113,-18.555,-6.836
26,-14.648,-16.113,-24.902,-14.16
27,-21.484,-15.625,-25.391,-21.484
28,-21.484,-18.555,-25.391,-16.602
29,-14.16,-18.066,-25.391,-8.789
30,-7.324,-16.113,-20.02,-7.324
31,-12.695,-19.531,-14.648,-7.324
32,-15.625,-15.625,-12.207,-0.977
33,-11.719,-11.23,-12.207,-4.883
34,-9.277,-9.766,-12.207,-7.324
35,-14.648,-12.207,-13.184,-11.23
36,-11.23,-13.672,-11.719,-15.625
37,-7.324,-12.207,-12.695,-18.555
38,-18.555,-17.09,-15.625,-21.484
39,-19.043,-19.043,-13.184,-23.926
40,-18.066,-20.02,-16.113,-31.25
41,-22.949,-19.531,-19.531,-29.785
42,-17.09,-15.137,-17.578,-23.438
43,-9.766,-15.625,-14.16,-11.719
44,-14.16,-13.672,-8.789,-11.719
45,-21.484,-13.672,-13.184,-22.949
46,-17.09,-20.02,-17.578,-20.996
47,-12.207,-21.484,-16.602,-19.043
48,-14.648,-14.648,-15.625,-22.461
49,-19.043,-4.883,-13.184,-21.973
50,-17.578,7.324,-7.324,-15.625
51,-6.348,10.254,-5.371,-7.812
52,-5.859,7.324,-8.301,-7.812
53,-12.207,9.277,-10.742,-11.23
54,-9.277,8.789,-14.16,-15.137
55,-9.766,1.465,-16.113,-15.137
56,-13.672,0.0,-15.625,-13.672
57,-19.043,-0.977,-12.695,-17.578
58,-21.973,-2.441,-13.672,-18.066
59,-16.113,-2.93,-16.602,-15.137
60,-20.508,-6.836,-14.648,-16.602
61,-27.344,-6.348,-12.207,-19.531
62,-31.738,-7.812,-16.113,-25.391
63,-21.484,-10.742,-16.113,-20.996
64,-18.555,-11.719,-10.742,-16.602
65,-25.879,-8.789,-8.301,-18.066
66,-20.02,-5.371,-3.418,-8.789
67,-14.16,-4.395,-3.418,-2.441
68,-10.254,-5.371,-7.324,-6.836
69,-11.23,-5.371,-4.883,-10.254
70,-11.23,-0.977,-3.418,-10.254
71,-10.254,-1.953,-8.789,-10.254
72,-12.695,-6.836,-14.648,-10.254
73,-12.207,-5.859,-17.09,-7.324
74,-15.625,-9.766,-12.207,-8.301
75,-13.672,-12.695,-8.301,-13.184
76,-10.254,-12.207,-14.648,-14.16
77,-13.184,-13.184,-15.137,-8.789
78,-20.996,-12.207,-12.207,-6.348
79,-14.16,-11.23,-13.672,-11.23
80,-10.742,-15.137,-18.066,-12.695
81,-13.184,-18.555,-20.996,-18.066
82,-14.16,-17.09,-22.949,-25.391
83,-18.555,-15.137,-21.973,-18.555
84,-18.555,-13.672,-19.531,-18.555
85,-14.648,-11.719,-18.066,-16.602
86,-14.16,-11.23,-16.602,-14.16
87,-24.414,-15.137,-18.066,-14.16
88,-27.344,-12.207,-17.09,-13.672
89,-15.625,-4.883,-11.23,-14.648
90,-12.695,-7.812,-9.766,-15.137
91,-21.484,-9.766,-6.348,-20.508
92,-20.02,-9.277,-4.883,-19.531
93,-6.836,-8.301,-5.859,-7.812
94,-10.742,-10.254,-2.93,-12.207
95,-18.066,-10.742,-9.766,-23.438
96,-14.16,-8.301,-15.137,-16.113
97,-13.184,-13.184,-11.23,-11.719
98,-11.719,-12.695,-11.23,-12.207
99,-18.066,-11.23,-11.719,-16.113
100,-25.879,-16.602,-11.23,-17.578
101,-11.719,-13.184,-12.695,-9.766
102,-3.906,-9.766,-14.648,-3.906
103,-11.719,-12.207,-15.137,-7.812
104,-20.996,-17.09,-15.625,-16.602
105,-18.555,-14.648,-13.672,-13.672
106,-11.719,-10.254,-13.672,-8.789
107,-17.578,-9.277,-13.184,-12.695
108,-20.508,-6.348,-8.301,-9.766
109,-17.578,-6.836,-9.277,-10.254
110,-14.16,-9.277,-16.113,-17.578
111,-20.996,-9.277,-21.484,-16.602
112,-30.762,-15.137,-21.973,-20.02
113,-31.738,-17.578,-18.066,-17.09
114,-23.438,-17.09,-15.137,-10.254
115,-21.484,-16.113,-14.16,-15.625
116,-27.344,-10.742,-14.648,-16.602
117,-24.902,-9.766,-9.277,-9.277
118,-21.973,-11.719,-9.277,-16.602
119,-16.602,-12.695,-14.648,-19.531
120,-14.16,-10.254,-9.766,-13.184
121,-18.066,-13.184,-10.254,-11.719
122,-12.207,-14.648,-18.555,-10.742
123,-8.789,-15.137,-19.043,-18.066
124,-15.137,-19.531,-20.02,-28.809
125,-25.879,-19.043,-18.066,-28.32
126,-27.344,-16.602,-15.625,-26.855
127,-11.719,-12.695,-15.625,-25.391
128,-9.277,-13.184,-16.602,-20.996
129,-15.137,-16.113,-18.555,-24.902
130,-11.23,-22.461,-18.555,-24.902
131,-3.418,-26.855,-17.578,-22.949
132,3.906,-20.02,-17.578,-25.391
133,-2.93,-13.184,-17.578,-23.438
134,-14.648,-6.348,-13.672,-16.113
135,-20.508,-4.883,-12.207,-15.625
136,-20.508,-12.695,-11.719,-13.184
137,-17.09,-13.672,-8.789,-11.719
138,-19.043,-11.719,-10.254,-21.973
139,-20.02,-11.719,-14.16,-21.484
140,-13.672,-10.742,-15.625,-11.23
141,-11.719,-11.719,-16.113,-11.719
142,-15.625,-15.137,-16.602,-14.16
143,-21.484,-18.555,-15.625,-15.625
144,-19.043,-13.672,-17.578,-18.555
145,-16.602,-11.719,-12.207,-15.137
146,-21.484,-16.602,-8.789,-15.625
147,-18.555,-18.555,-15.137,-13.672
148,-14.648,-20.996,-15.137,-10.254
149,-15.625,-21.484,-14.16,-10.742
150,-17.09,-12.207,-12.207,-12.207
151,-20.996,-10.254,-11.719,-10.742
152,-20.508,-10.254,-12.207,-6.348
153,-13.184,-8.789,-12.207,-12.695
154,-11.23,-10.742,-12.207,-15.625
155,-14.16,-7.324,-12.695,-12.695
156,-18.066,-9.766,-15.137,-10.742
